effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;2;db/effect_bundles_to_effects_junctions_tables/foreign_warrior_region_event_payload_bundles				
sw_foreign_bees	sw_buildings_beekeeping_income_mod	building_to_building_own	-90.0	start_turn_completed
sw_foreign_bees	vik_public_order_new_negative_events	region_to_region_neighbouring_province_own	3.0	start_turn_completed
sw_foreign_cows	sw_buildings_cattle_income_mod	region_to_region_own	-90.0	start_turn_completed
sw_foreign_cows	vik_public_order_new_negative_events	region_to_region_neighbouring_province_own	5.0	start_turn_completed
sw_foreign_drunk_brawl	sw_income_commerce_mod	region_to_region_own	-50.0	start_turn_completed
sw_foreign_drunk_brawl	vik_public_order_new_negative_events	region_to_region_neighbouring_province_own	5.0	start_turn_completed
sw_foreign_esc_gothi	vik_public_order_new_negative_events	region_to_region_neighbouring_province_own	5.0	start_turn_completed
sw_foreign_esc_vandalism	sw_income_industry_mod	region_to_region_own	-90.0	start_turn_completed
sw_foreign_esc_vandalism	vik_public_order_new_negative_events	region_to_region_neighbouring_province_own	5.0	start_turn_completed
sw_foreign_food_stores	vik_public_order_new_negative_events	region_to_region_neighbouring_province_own	5.0	start_turn_completed
sw_foreign_food_stores	vik_supplies_own_territory	faction_to_army_own	-5.0	start_turn_completed
sw_foreign_mine	sw_income_industry_mod	region_to_region_own	-90.0	start_turn_completed
sw_foreign_mine	vik_public_order_new_negative_events	region_to_region_neighbouring_province_own	5.0	start_turn_completed
sw_foreign_ports	sw_income_commerce_mod	region_to_region_own	-30.0	start_turn_completed
sw_foreign_priest_assaulted	vik_public_order_new_negative_events	region_to_region_neighbouring_province_own	5.0	start_turn_completed
sw_foreign_priest_assaulted	sw_income_church_mod	region_to_region_own	-50.0	start_turn_completed
sw_foreign_sheep	sw_buildings_sheep_income_mod	region_to_region_own	-90.0	start_turn_completed
sw_foreign_sheep	vik_public_order_new_negative_events	region_to_region_neighbouring_province_own	5.0	start_turn_completed
sw_foreign_soldiers	vik_attrition_desertion	region_to_force_own	5.0	start_turn_completed
sw_foreign_spies	vik_public_order_new_negative_events	region_to_region_neighbouring_province_own	5.0	start_turn_completed
sw_foreign_plot_governor_2	vik_public_order_new_negative_events	region_to_region_neighbouring_province_own	5.0	start_turn_completed
sw_foreign_warriors_trial_fair	vik_public_order_new_negative_events	region_to_region_neighbouring_province_own	1.0	start_turn_completed
sw_foreign_warriors_trial_unfair	vik_public_order_new_negative_events	region_to_region_neighbouring_province_own	3.0	start_turn_completed
sw_foreign_settlement_sack	vik_public_order_new_negative_events	region_to_region_neighbouring_province_own	5.0	start_turn_completed
sw_foreign_banditry	sw_banditry	region_to_region_neighbouring	2.0	start_turn_completed
sw_foreign_church_crafts	sw_income_church_mod	building_to_building_own	-90.0	start_turn_completed
sw_foreign_church_crafts	vik_public_order_new_negative_events	region_to_region_neighbouring_province_own	5.0	start_turn_completed
sw_foreign_oaths_1	vik_public_order_new_negative_events	region_to_region_neighbouring_province_own	5.0	start_turn_completed
sw_foreign_oaths_2	vik_allegiance_usurper	region_to_region_own	3.0	start_turn_completed
sw_foreign_settlers_drive_out_1	vik_public_order_new_negative_events	region_to_region_neighbouring_province_own	2.0	start_turn_completed
sw_foreign_plot_governor_1	vik_public_order_new_negative_events	region_to_region_neighbouring_province_own	3.0	start_turn_completed
sw_foreign_plot_governor_1	vik_diplomacy_anglo_viking	faction_to_faction_own_unseen	-60.0	start_turn_completed
sw_foreign_displacement_1	vik_public_order_new_positive_events	region_to_region_neighbouring_province_own	2.0	start_turn_completed
sw_foreign_displacement_1	vik_diplomacy_anglo_viking	faction_to_faction_own_unseen	-40.0	start_turn_completed
sw_foreign_settlers_drive_out_here_king_2	vik_public_order_new_positive_events	region_to_region_neighbouring_province_own	2.0	start_turn_completed
sw_foreign_settlers_drive_out_2	vik_public_order_new_negative_events	region_to_region_neighbouring_province_own	2.0	start_turn_completed
sw_foreign_settlers_drive_out_here_king_1	vik_public_order_new_negative_events	region_to_region_neighbouring_province_own	5.0	start_turn_completed
