unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	upkeep_cost	weight	campaign_total_cap	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	voiceover	ui_unit_group_land	ui_unit_group_naval	tier
#main_units_tables;17;db/main_units_tables/ships																															
shp_dan_anglian_champions		0	medium	1	true	dan_anglian_champions	160	4	150	vik_byrdingr	1	20	200	0	200			200	medium	-1		false	false	0	15985	true		vo_subculture_viking_nordic	att_inf_axe_land	att_inf_axe_naval	2
shp_dan_anglian_marauders		0	medium	1	true	dan_anglian_marauders	80	4	10000	vik_byrdingr	1	20	200	0	150			175	medium	-1		false	false	0	15986	true		vo_subculture_viking_nordic	att_inf_axe_land	att_inf_axe_naval	1
shp_dan_anglian_raiders		0	medium	1	true	dan_anglian_raiders	120	4	95	vik_byrdingr	1	20	200	0	150			150	medium	-1		false	false	0	15988	true		vo_subculture_viking_nordic	att_inf_axe_land	att_inf_axe_naval	2
shp_dan_archers		0	light	1	true	dan_archers	60	0	10000	vik_byrdingr_mis	1	20	200	0	100			70	light	-1		false	false	0	15989	true		vo_subculture_viking_nordic	att_inf_bow_land	att_inf_bow_naval	2
shp_dan_armoured_archers		0	medium	1	true	dan_armoured_archers	80	4	235	vik_byrdingr_mis	1	20	200	0	100			90	medium	-1		false	false	0	15998	true		vo_subculture_viking_nordic	att_inf_bow_land	att_inf_bow_naval	1
shp_dan_axemen		0	light	1	true	dan_axemen	160	0	10000	vik_byrdingr	1	20	200	0	100			80	light	-1		false	false	0	16000	true		vo_subculture_viking_nordic	att_inf_axe_land	att_inf_axe_naval	1
shp_dan_berserkers		0	heavy	1	true	dan_berserkers	24	0	200	vik_byrdingr	1	20	200	0	300			250	very_heavy	-1		false	false	0	16001	true		vo_subculture_viking_nordic	att_inf_axe_land	att_inf_sword_naval	3
shp_dan_ceorl_archers		0	light	1	true	dan_ceorl_archers	32	0	65	vik_byrdingr_mis	1	20	200	0	50			50	light	-1		false	false	0	16010	true		vo_subculture_viking_nordic	att_inf_bow_land	att_inf_bow_naval	1
shp_dan_ceorl_axemen		0	light	1	true	dan_ceorl_axemen	160	0	195	vik_byrdingr	1	20	200	0	100			70	light	-1		false	false	0	16012	true		vo_subculture_viking_nordic	att_inf_axe_land	att_inf_axe_naval	1
shp_dan_ceorl_javelinmen		0	light	1	true	dan_ceorl_javelinmen	60	0	300	vik_byrdingr_mis	1	20	200	0	50			40	light	-1		false	false	0	16016	true		vo_subculture_viking_nordic	att_inf_javelin_land	att_inf_javelin_naval	1
shp_dan_ceorl_spearmen		0	light	1	true	dan_ceorl_spearmen	160	0	175	vik_byrdingr	1	20	200	0	50			40	light	-1		false	false	0	16021	true		vo_subculture_viking_nordic	att_inf_spear_land	att_inf_sword_naval	1
shp_dan_danelaw_huscarls		0	heavy	1	true	dan_danelaw_huscarls	160	0	10000	vik_byrdingr	1	20	200	0	300			325	heavy	-1		false	false	0	16026	true		vo_subculture_viking_nordic	att_inf_axe_land	att_inf_axe_naval	1
shp_dan_fyrd_archers		0	light	1	true	dan_fyrd_archers	40	0	10000	vik_byrdingr_mis	1	20	200	0	50			60	light	-1		false	false	0	16029	true		vo_subculture_viking_nordic	att_inf_bow_land	att_inf_bow_naval	1
shp_dan_fyrd_spearmen		0	light	1	true	dan_fyrd_spearmen	160	0	10000	vik_byrdingr	1	20	200	0	50			50	light	-1		false	false	0	16031	true		vo_subculture_viking_nordic	att_inf_spear_land	att_inf_sword_naval	1
shp_dan_great_axemen		0	light	1	true	dan_great_axemen	160	0	410	vik_byrdingr	1	20	200	0	100			140	light	-1		false	false	0	16033	true		vo_subculture_viking_nordic	att_inf_axe_land	att_inf_axe_naval	2
shp_dan_huscarls		0	heavy	1	true	dan_huscarls	80	0	170	vik_byrdingr	1	20	200	0	250			275	heavy	-1		false	false	0	16038	true		vo_subculture_viking_nordic	att_inf_axe_land	att_inf_axe_naval	2
shp_dan_jarls_huscarls		0	heavy	1	true	dan_jarls_huscarls	48	0	435	vik_byrdingr	1	20	200	0	250			300	heavy	-1		false	false	0	16048	true		vo_subculture_viking_nordic	att_inf_axe_land	att_inf_axe_naval	1
shp_dan_javelinmen		0	light	1	true	dan_javelinmen	60	0	320	vik_byrdingr_mis	1	20	200	0	50			50	light	-1		false	false	0	16051	true		vo_subculture_viking_nordic	att_inf_javelin_land	att_inf_javelin_naval	1
shp_dan_long_axemen		0	light	1	true	dan_long_axemen	160	0	10000	vik_byrdingr	1	20	200	0	100			125	light	-1		false	false	0	16059	true		vo_subculture_viking_nordic	att_inf_axe_land	att_inf_axe_naval	1
shp_dan_mailed_archers		0	medium	1	true	dan_mailed_archers	80	4	275	vik_byrdingr_mis	1	20	200	0	100			110	medium	-1		false	false	0	16067	true		vo_subculture_viking_nordic	att_inf_bow_land	att_inf_bow_naval	2
shp_dan_mailed_swordsmen		0	medium	1	true	dan_mailed_swordsmen	40	0	10000	vik_byrdingr	1	20	200	0	200			250	very_heavy	-1		false	false	0	16072	true		vo_subculture_viking_nordic	att_inf_sword_land	att_inf_sword_naval	3
shp_dan_northumbrian_mailed_thegns		0	medium	1	true	dan_northumbrian_mailed_thegns	80	4	10000	vik_byrdingr	1	20	200	0	200			200	medium	-1		false	false	0	16079	true		vo_subculture_viking_nordic	att_inf_spear_land	att_inf_sword_naval	2
