key	localised_description	localised_title	ui_icon	bundle_target
#effect_bundles_tables;1;db/effect_bundles_tables/food_storage				
shield_food_storage_bundle_2	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_20	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_200	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_201	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_202	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_203	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_204	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_205	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_206	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_207	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_208	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_209	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_21	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_210	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_211	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_212	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_213	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_214	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_215	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_216	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_217	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_218	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_219	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_22	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_220	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_221	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_222	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_223	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_224	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_225	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_226	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_227	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_228	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_229	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_23	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_230	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_231	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_232	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_233	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_234	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_235	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_236	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_237	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_238	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_239	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_24	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_240	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_241	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_242	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_243	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_244	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_245	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_246	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_247	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_248	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_249	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_25	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_250	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_251	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_252	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_253	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_254	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_255	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_256	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_257	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_258	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_259	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_26	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_260	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_261	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_262	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_263	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_264	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_265	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_266	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_267	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_268	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_269	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_27	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_270	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_271	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_272	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_273	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_274	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_275	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_276	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_277	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_278	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_279	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_28	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_280	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_281	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_282	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_283	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_284	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_285	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_286	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_287	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_288	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_289	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_29	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_290	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_291	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_292	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_293	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_294	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_295	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_296	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_297	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_298	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_299	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_3	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_30	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_300	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_301	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_302	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_303	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_304	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_305	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_306	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_307	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_308	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_309	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_31	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_310	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_311	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_312	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_313	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_314	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_315	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_316	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_317	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_318	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_319	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_32	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_320	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_321	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_322	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_323	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_324	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_325	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_326	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_327	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_328	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_329	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_33	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_330	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_331	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_332	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_333	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_334	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_335	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_336	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_337	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_338	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_339	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_34	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_340	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_341	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_342	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_343	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_344	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_345	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_346	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_347	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_348	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_349	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_35	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_350	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_351	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_352	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_353	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_354	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_355	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_356	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
shield_food_storage_bundle_357	When Winter comes in Brittainia, fools starve. Many great conquerors have been defeated by no more than their own belly.	Food Stores	vik_estate_effect_bundles.png	faction
