level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	commodity_vol	only_in_capital	military_prestige	naval_prestige	economic_prestige	enlightenment_prestige	destruction_terminator	faction_unique	religion_requirement	first_in_world_bundle	resource_requirement	unique_index	can_convert	building_instance_key	audio_building_type	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	has_aqueduct	can_be_damaged	requires_primary_slot_in_group
#building_levels_tables;11;db/building_levels_tables/major_primary																											
vik_achad_bo_1	vik_achad_bo	0	12	1300	0		0	false	0	0	0	0	true	false				17111	true	vik_settlement	church	true	0.0	0	false	true	
vik_achad_bo_2	vik_achad_bo	1	9	1500	0		0	false	0	0	0	0	true	false				17121	true	vik_settlement	church	true	0.0	0	false	true	
vik_achad_bo_3	vik_achad_bo	2	10	1700	0		0	false	0	0	0	0	true	false				17124	true	vik_settlement	church	true	0.0	0	false	true	
vik_achad_bo_4	vik_achad_bo	3	11	2000	0		0	false	0	0	0	0	true	false				17133	true	vik_settlement	church	true	0.0	0	false	true	
vik_achad_bo_5	vik_achad_bo	4	12	2500	0		0	false	0	0	0	0	true	false				17141	true	vik_settlement	church	true	0.0	0	false	true	
vik_st_ciaran_1	vik_st_ciaran	0	12	1300	0		0	false	0	0	0	0	true	false				16774	true	vik_settlement	church	true	0.0	0	false	true	
vik_st_ciaran_2	vik_st_ciaran	1	9	1500	0		0	false	0	0	0	0	true	false				16781	true	vik_settlement	church	true	0.0	0	false	true	
vik_st_ciaran_3	vik_st_ciaran	2	10	1700	0		0	false	0	0	0	0	true	false				16782	true	vik_settlement	church	true	0.0	0	false	true	
vik_st_ciaran_4	vik_st_ciaran	3	11	2000	0		0	false	0	0	0	0	true	false				16785	true	vik_settlement	church	true	0.0	0	false	true	
vik_st_ciaran_5	vik_st_ciaran	4	12	2500	0		0	false	0	0	0	0	true	false				16794	true	vik_settlement	church	true	0.0	0	false	true	
vik_st_columbe_1	vik_st_columbe	0	12	1300	0		0	false	0	0	0	0	true	false				16801	true	vik_settlement	church	true	0.0	0	false	true	
vik_st_columbe_2	vik_st_columbe	1	9	1500	0		0	false	0	0	0	0	true	false				16810	true	vik_settlement	church	true	0.0	0	false	true	
vik_st_columbe_3	vik_st_columbe	2	10	1700	0		0	false	0	0	0	0	true	false				16815	true	vik_settlement	church	true	0.0	0	false	true	
vik_st_columbe_4	vik_st_columbe	3	11	2000	0		0	false	0	0	0	0	true	false				16825	true	vik_settlement	church	true	0.0	0	false	true	
vik_st_columbe_5	vik_st_columbe	4	12	2500	0		0	false	0	0	0	0	true	false				16832	true	vik_settlement	church	true	0.0	0	false	true	
vik_st_patraic_1	vik_st_patraic	0	12	1300	0		0	false	0	0	0	0	true	false				16924	true	vik_settlement	church	true	0.0	0	false	true	
vik_st_patraic_2	vik_st_patraic	1	9	1500	0		0	false	0	0	0	0	true	false				16931	true	vik_settlement	church	true	0.0	0	false	true	
vik_st_patraic_3	vik_st_patraic	2	10	1700	0		0	false	0	0	0	0	true	false				16940	true	vik_settlement	church	true	0.0	0	false	true	
vik_st_patraic_4	vik_st_patraic	3	11	2000	0		0	false	0	0	0	0	true	false				16946	true	vik_settlement	church	true	0.0	0	false	true	
vik_st_patraic_5	vik_st_patraic	4	12	2500	0		0	false	0	0	0	0	true	false				16949	true	vik_settlement	church	true	0.0	0	false	true	
vik_mountain_hall_1	vik_mountain_hall	0	12	1300	0		0	false	0	0	0	0	true	false				16584	true	vik_settlement	military	true	0.0	0	false	true	
vik_mountain_hall_2	vik_mountain_hall	1	9	1500	0		0	false	0	0	0	0	true	false				16591	true	vik_settlement	military	true	0.0	0	false	true	
vik_mountain_hall_3	vik_mountain_hall	2	10	2400	0		0	false	0	0	0	0	true	false				16592	true	vik_settlement	military	true	0.0	0	false	true	
vik_mountain_hall_4	vik_mountain_hall	3	11	3200	0		0	false	0	0	0	0	true	false				16596	true	vik_settlement	military	true	0.0	0	false	true	
vik_mountain_hall_5	vik_mountain_hall	4	12	3600	0		0	false	0	0	0	0	true	false				16601	true	vik_settlement	military	true	0.0	0	false	true	
vik_monastery_1	vik_monastery	0	12	1300	0		0	false	0	0	0	0	true	false				16418	true	vik_settlement	church	true	0.0	0	false	true	
vik_monastery_2	vik_monastery	1	9	1500	0		0	false	0	0	0	0	true	false				16427	true	vik_settlement	church	true	0.0	0	false	true	
vik_monastery_3	vik_monastery	2	10	1700	0		0	false	0	0	0	0	true	false				16436	true	vik_settlement	church	true	0.0	0	false	true	
vik_monastery_4	vik_monastery	3	11	2000	0		0	false	0	0	0	0	true	false				16439	true	vik_settlement	church	false	0.0	0	false	true	
vik_monastery_5	vik_monastery	4	12	2400	0		0	false	0	0	0	0	true	false				16442	true	vik_settlement	church	true	0.0	0	false	true	
vik_grianan_ailech_1	vik_grianan_ailech	0	12	1100	0		0	false	0	0	0	0	true	false				17151	true	vik_settlement	military	true	0.0	0	false	true	
vik_grianan_ailech_2	vik_grianan_ailech	1	9	1500	0		0	false	0	0	0	0	true	false				17157	true	vik_settlement	military	true	0.0	0	false	true	
vik_grianan_ailech_3	vik_grianan_ailech	2	10	2400	0		0	false	0	0	0	0	true	false				17159	true	vik_settlement	military	true	0.0	0	false	true	
vik_grianan_ailech_4	vik_grianan_ailech	3	11	3200	0		0	false	0	0	0	0	true	false				17168	true	vik_settlement	military	true	0.0	0	false	true	
vik_grianan_ailech_5	vik_grianan_ailech	4	12	3600	0		0	false	0	0	0	0	true	false				17176	true	vik_settlement	military	true	0.0	0	false	true	
vik_great_hall_1	vik_great_hall	0	12	900	0		0	false	0	0	0	0	true	false				14618	true	vik_settlement	military	true	0.0	0	false	true	
vik_great_hall_2	vik_great_hall	1	9	1300	0		0	false	0	0	0	0	true	false				14619	true	vik_settlement	military	true	0.0	0	false	true	
vik_great_hall_3	vik_great_hall	2	10	2000	0		0	false	0	0	0	0	true	false				14623	true	vik_settlement	military	true	0.0	0	false	true	
vik_great_hall_4	vik_great_hall	3	11	2750	0		0	false	0	0	0	0	true	false				14629	true	vik_settlement	military	true	0.0	0	false	true	
vik_great_hall_5	vik_great_hall	4	12	3400	0		0	false	0	0	0	0	true	false				14638	true	vik_settlement	military	true	0.0	0	false	true	
vik_longphort_1	vik_longphort	0	12	900	0		0	false	0	0	0	0	true	false				16551	true	vik_settlement	military	true	0.0	0	false	true	
vik_longphort_2	vik_longphort	1	7	1100	0		0	false	0	0	0	0	true	false				16559	true	vik_settlement	military	true	0.0	0	false	true	
vik_longphort_3	vik_longphort	2	8	2000	0		0	false	0	0	0	0	true	false				16567	true	vik_settlement	military	true	0.0	0	false	true	
vik_longphort_4	vik_longphort	3	9	3100	0		0	false	0	0	0	0	true	false				16572	true	vik_settlement	military	false	0.0	0	false	true	
vik_longphort_5	vik_longphort	4	10	4000	0		0	false	0	0	0	0	true	false				16578	true	vik_settlement	military	true	0.0	0	false	true	
vik_market_1	vik_market	0	12	1200	0		0	false	0	0	0	0	true	false				15487	true	vik_settlement	market	true	0.0	0	false	true	
vik_market_2	vik_market	1	8	1500	0		0	false	0	0	0	0	true	false				15491	true	vik_settlement	market	true	0.0	0	false	true	
vik_market_3	vik_market	2	10	2200	0		0	false	0	0	0	0	true	false				15494	true	vik_settlement	market	true	0.0	0	false	true	
vik_market_4	vik_market	3	12	3000	0		0	false	0	0	0	0	true	false				15502	true	vik_settlement	market	false	0.0	0	false	true	
vik_market_5	vik_market	4	16	4500	0		0	false	0	0	0	0	true	false				15510	true	vik_settlement	market	true	0.0	0	false	true	
vik_offas_hall_1	vik_offas_hall	0	12	1100	0		0	false	0	0	0	0	true	false				16609	true	vik_settlement	military	true	0.0	0	false	true	
vik_offas_hall_2	vik_offas_hall	1	9	1500	0		0	false	0	0	0	0	true	false				16615	true	vik_settlement	military	true	0.0	0	false	true	
vik_offas_hall_3	vik_offas_hall	2	10	2400	0		0	false	0	0	0	0	true	false				16618	true	vik_settlement	military	true	0.0	0	false	true	
vik_offas_hall_4	vik_offas_hall	3	11	3200	0		0	false	0	0	0	0	true	false				16626	true	vik_settlement	military	true	0.0	0	false	true	
vik_offas_hall_5	vik_offas_hall	4	12	3600	0		0	false	0	0	0	0	true	false				16627	true	vik_settlement	military	true	0.0	0	false	true	
vik_rock_caisil_1	vik_rock_caisil	0	12	1100	0		0	false	0	0	0	0	true	false				16639	true	vik_settlement	military	true	0.0	0	false	true	
vik_rock_caisil_2	vik_rock_caisil	1	9	1500	0		0	false	0	0	0	0	true	false				16643	true	vik_settlement	military	true	0.0	0	false	true	
vik_rock_caisil_3	vik_rock_caisil	2	10	2400	0		0	false	0	0	0	0	true	false				16646	true	vik_settlement	military	true	0.0	0	false	true	
vik_rock_caisil_4	vik_rock_caisil	3	11	3200	0		0	false	0	0	0	0	true	false				16652	true	vik_settlement	military	true	0.0	0	false	true	
vik_rock_caisil_5	vik_rock_caisil	4	12	3600	0		0	false	0	0	0	0	true	false				16661	true	vik_settlement	military	true	0.0	0	false	true	
vik_borough_1	vik_borough	0	4	1200	0		0	false	0	0	0	0	true	false				17581	true	vik_settlement	military	true	0.0	0	false	true	
vik_borough_2	vik_borough	1	6	2150	0		0	false	0	0	0	0	true	false				17585	true	vik_settlement	military	true	0.0	0	false	true	
vik_borough_3	vik_borough	2	8	3850	0		0	false	0	0	0	0	true	false				17587	true	vik_settlement	military	true	0.0	0	false	true	
vik_borough_4	vik_borough	3	10	6000	0		0	false	0	0	0	0	true	false				17592	true	vik_settlement	military	true	0.0	0	false	true	
vik_borough_5	vik_borough	4	12	8650	0		0	false	0	0	0	0	true	false				17594	true	vik_settlement	military	true	0.0	0	false	true	
