level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	commodity_vol	only_in_capital	military_prestige	naval_prestige	economic_prestige	enlightenment_prestige	destruction_terminator	faction_unique	religion_requirement	first_in_world_bundle	resource_requirement	unique_index	can_convert	building_instance_key	audio_building_type	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	has_aqueduct	can_be_damaged	requires_primary_slot_in_group
#building_levels_tables;11;db/building_levels_tables/minor_primary																											
vik_st_ringan_1	vik_st_ringan	0	12	800	0		0	false	0	0	0	0	true	false				17273	true	vik_resource	church	true	0.0	0	false	true	
vik_st_ringan_2	vik_st_ringan	1	6	1000	0		0	false	0	0	0	0	false	false				17283	true	vik_resource	church	true	0.0	0	false	true	
vik_st_ringan_3	vik_st_ringan	2	6	1200	0		0	false	0	0	0	0	false	false				17293	true	vik_resource	church	true	0.0	0	false	true	
vik_st_ringan_4	vik_st_ringan	3	9	1400	0		0	false	0	0	0	0	false	false				17295	true	vik_resource	church	true	0.0	0	false	true	
vik_st_ringan_5	vik_st_ringan	4	9	1600	0		0	false	0	0	0	0	false	false				17304	true	vik_resource	church	true	0.0	0	false	true	
vik_st_cuthbert_1	vik_st_cuthbert	0	12	800	0		0	false	0	0	0	0	true	false				16862	true	vik_resource	church	true	0.0	0	false	true	
vik_st_cuthbert_2	vik_st_cuthbert	1	6	1000	0		0	false	0	0	0	0	false	false				16868	true	vik_resource	church	true	0.0	0	false	true	
vik_st_cuthbert_3	vik_st_cuthbert	2	6	1200	0		0	false	0	0	0	0	false	false				16872	true	vik_resource	church	true	0.0	0	false	true	
vik_st_cuthbert_4	vik_st_cuthbert	3	9	1400	0		0	false	0	0	0	0	false	false				16879	true	vik_resource	church	true	0.0	0	false	true	
vik_st_cuthbert_5	vik_st_cuthbert	4	9	1600	0		0	false	0	0	0	0	false	false				16884	true	vik_resource	church	true	0.0	0	false	true	
vik_st_dewi_1	vik_st_dewi	0	12	800	0		0	false	0	0	0	0	true	false				16886	true	vik_church	church	true	0.0	0	false	true	
vik_st_dewi_2	vik_st_dewi	1	6	1000	0		0	false	0	0	0	0	false	false				16888	true	vik_church	church	true	0.0	0	false	true	
vik_st_dewi_3	vik_st_dewi	2	6	1200	0		0	false	0	0	0	0	false	false				16893	true	vik_church	church	true	0.0	0	false	true	
vik_st_dewi_4	vik_st_dewi	3	9	1400	0		0	false	0	0	0	0	false	false				16895	true	vik_church	church	true	0.0	0	false	true	
vik_st_dewi_5	vik_st_dewi	4	9	1600	0		0	false	0	0	0	0	false	false				16901	true	vik_church	church	true	0.0	0	false	true	
vik_st_edmund_1	vik_st_edmund	0	12	800	0		0	false	0	0	0	0	true	false				16902	true	vik_resource	church	true	0.0	0	false	true	
vik_st_edmund_2	vik_st_edmund	1	6	1000	0		0	false	0	0	0	0	false	false				16909	true	vik_resource	church	true	0.0	0	false	true	
vik_st_edmund_3	vik_st_edmund	2	6	1200	0		0	false	0	0	0	0	false	false				16915	true	vik_resource	church	true	0.0	0	false	true	
vik_st_edmund_4	vik_st_edmund	3	9	1400	0		0	false	0	0	0	0	false	false				16921	true	vik_resource	church	true	0.0	0	false	true	
vik_st_edmund_5	vik_st_edmund	4	9	1600	0		0	false	0	0	0	0	false	false				16923	true	vik_resource	church	true	0.0	0	false	true	
vik_school_ros_1	vik_school_ros	0	12	800	0		0	false	0	0	0	0	true	false				16665	true	vik_resource	law_court	true	0.0	0	false	true	
vik_school_ros_2	vik_school_ros	1	6	1000	0		0	false	0	0	0	0	false	false				16675	true	vik_resource	law_court	true	0.0	0	false	true	
vik_school_ros_3	vik_school_ros	2	6	1200	0		0	false	0	0	0	0	false	false				16679	true	vik_resource	law_court	true	0.0	0	false	true	
vik_school_ros_4	vik_school_ros	3	9	1400	0		0	false	0	0	0	0	false	false				16681	true	vik_resource	law_court	false	0.0	0	false	true	
