building	effect	effect_scope	value	value_damaged	value_ruined
#building_effects_junction_tables;3;db/building_effects_junction_tables/unique_churches_effects					
vik_mountain_hall_1	vik_building_corruption	province_to_province_own	-10.0	-5.0	0.0
vik_mountain_hall_1	vik_fame	faction_to_faction_own_unseen	5.0	2.0	0.0
vik_mountain_hall_1	vik_public_order_new_positive_buildings	province_to_region_own	2.0	1.0	0.0
vik_mountain_hall_2	vik_building_corruption	province_to_province_own	-15.0	-7.0	0.0
vik_mountain_hall_2	vik_fame	faction_to_faction_own_unseen	10.0	5.0	0.0
vik_mountain_hall_2	vik_public_order_new_positive_buildings	province_to_region_own	3.0	1.0	0.0
vik_mountain_hall_3	vik_building_corruption	province_to_province_own	-20.0	-10.0	0.0
vik_mountain_hall_3	vik_fame	faction_to_faction_own_unseen	15.0	7.0	0.0
vik_mountain_hall_3	vik_public_order_new_positive_buildings	province_to_region_own	4.0	2.0	0.0
vik_mountain_hall_4	vik_building_corruption	province_to_province_own	-25.0	-12.0	0.0
vik_mountain_hall_4	vik_fame	faction_to_faction_own_unseen	20.0	10.0	0.0
vik_mountain_hall_4	vik_public_order_new_positive_buildings	province_to_region_own	5.0	2.0	0.0
vik_mountain_hall_5	vik_building_corruption	province_to_province_own	-30.0	-15.0	0.0
vik_mountain_hall_5	vik_fame	faction_to_faction_own_unseen	30.0	15.0	0.0
vik_mountain_hall_5	vik_public_order_new_positive_buildings	province_to_region_own	6.0	3.0	0.0
vik_offas_hall_1	vik_building_corruption	province_to_province_own	-10.0	-5.0	0.0
vik_offas_hall_1	vik_fame	faction_to_faction_own_unseen	5.0	2.0	0.0
vik_offas_hall_1	vik_public_order_new_positive_buildings	province_to_region_own	2.0	1.0	0.0
vik_offas_hall_2	vik_building_corruption	province_to_province_own	-15.0	-7.0	0.0
vik_offas_hall_2	vik_fame	faction_to_faction_own_unseen	10.0	5.0	0.0
vik_offas_hall_2	vik_public_order_new_positive_buildings	province_to_region_own	3.0	1.0	0.0
vik_offas_hall_3	vik_building_corruption	province_to_province_own	-20.0	-10.0	0.0
vik_offas_hall_3	vik_fame	faction_to_faction_own_unseen	15.0	7.0	0.0
vik_offas_hall_3	vik_public_order_new_positive_buildings	province_to_region_own	4.0	2.0	0.0
vik_offas_hall_4	vik_building_corruption	province_to_province_own	-25.0	-12.0	0.0
vik_offas_hall_4	vik_fame	faction_to_faction_own_unseen	20.0	10.0	0.0
vik_offas_hall_4	vik_public_order_new_positive_buildings	province_to_region_own	5.0	2.0	0.0
vik_offas_hall_5	vik_building_corruption	province_to_province_own	-30.0	-15.0	0.0
vik_offas_hall_5	vik_fame	faction_to_faction_own_unseen	30.0	15.0	0.0
vik_offas_hall_5	vik_public_order_new_positive_buildings	province_to_region_own	6.0	3.0	0.0
vik_rock_caisil_1	vik_building_corruption	province_to_province_own	-10.0	-5.0	0.0
vik_rock_caisil_1	vik_fame	faction_to_faction_own_unseen	5.0	0.0	0.0
vik_rock_caisil_1	vik_public_order_new_positive_buildings	province_to_region_own	2.0	1.0	0.0
vik_rock_caisil_2	vik_building_corruption	province_to_province_own	-15.0	-7.0	0.0
vik_rock_caisil_2	vik_fame	faction_to_faction_own_unseen	10.0	0.0	0.0
vik_rock_caisil_2	vik_public_order_new_positive_buildings	province_to_region_own	3.0	1.0	0.0
vik_rock_caisil_3	vik_building_corruption	province_to_province_own	-20.0	-10.0	0.0
vik_rock_caisil_3	vik_fame	faction_to_faction_own_unseen	15.0	0.0	0.0
vik_rock_caisil_3	vik_public_order_new_positive_buildings	province_to_region_own	4.0	2.0	0.0
vik_rock_caisil_4	vik_building_corruption	province_to_province_own	-25.0	-12.0	0.0
vik_rock_caisil_4	vik_fame	faction_to_faction_own_unseen	20.0	0.0	0.0
vik_rock_caisil_4	vik_public_order_new_positive_buildings	province_to_region_own	5.0	2.0	0.0
vik_rock_caisil_5	vik_building_corruption	province_to_province_own	-30.0	-15.0	0.0
vik_rock_caisil_5	vik_fame	faction_to_faction_own_unseen	25.0	0.0	0.0
vik_rock_caisil_5	vik_public_order_new_positive_buildings	province_to_region_own	6.0	3.0	0.0
vik_st_brigit_1	vik_character_child_chance_mod	faction_to_character_own	10.0	5.0	0.0
vik_st_brigit_1	vik_fame	faction_to_faction_own_unseen	10.0	5.0	0.0
vik_st_brigit_1	vik_public_order_new_positive_buildings	province_to_region_own	2.0	1.0	0.0
vik_st_brigit_2	vik_character_child_chance_mod	faction_to_character_own	20.0	10.0	0.0
vik_st_brigit_2	vik_fame	faction_to_faction_own_unseen	20.0	10.0	0.0
vik_st_brigit_2	vik_public_order_new_positive_buildings	province_to_region_own	4.0	2.0	0.0
vik_st_brigit_3	vik_character_child_chance_mod	faction_to_character_own	30.0	15.0	0.0
vik_st_brigit_3	vik_fame	faction_to_faction_own_unseen	30.0	15.0	0.0
vik_st_brigit_3	vik_public_order_new_positive_buildings	province_to_region_own	6.0	3.0	0.0
vik_st_ciaran_1	vik_construction_cost_mod	region_to_region_own_provincewide	-5.0	-2.0	0.0
vik_st_ciaran_1	vik_fame	faction_to_faction_own_unseen	5.0	2.0	0.0
vik_st_ciaran_1	vik_public_order_new_positive_buildings	province_to_region_own	4.0	2.0	0.0
vik_st_ciaran_2	vik_construction_cost_mod	region_to_region_own_provincewide	-10.0	-5.0	0.0
vik_st_ciaran_2	vik_fame	faction_to_faction_own_unseen	10.0	5.0	0.0
vik_st_ciaran_2	vik_public_order_new_positive_buildings	province_to_region_own	5.0	2.0	0.0
vik_st_ciaran_3	vik_construction_cost_mod	region_to_region_own_provincewide	-15.0	-7.0	0.0
vik_st_ciaran_3	vik_fame	faction_to_faction_own_unseen	15.0	7.0	0.0
vik_st_ciaran_3	vik_public_order_new_positive_buildings	province_to_region_own	6.0	3.0	0.0
vik_st_ciaran_4	vik_construction_cost_mod	region_to_region_own_provincewide	-20.0	-10.0	0.0
vik_st_ciaran_4	vik_fame	faction_to_faction_own_unseen	20.0	10.0	0.0
vik_st_ciaran_4	vik_public_order_new_positive_buildings	province_to_region_own	7.0	3.0	0.0
vik_st_ciaran_5	vik_construction_cost_mod	region_to_region_own_provincewide	-25.0	-12.0	0.0
vik_st_ciaran_5	vik_fame	faction_to_faction_own_unseen	30.0	15.0	0.0
vik_st_ciaran_5	vik_public_order_new_positive_buildings	province_to_region_own	8.0	4.0	0.0
vik_st_columbe_1	vik_fame	faction_to_faction_own_unseen	5.0	2.0	0.0
vik_st_columbe_1	vik_public_order_new_positive_buildings	province_to_regions_own_in_adjacent_province	4.0	2.0	0.0
vik_st_columbe_1	vik_public_order_new_positive_buildings_hidden	province_to_region_own	4.0	2.0	0.0
vik_st_columbe_2	vik_fame	faction_to_faction_own_unseen	10.0	5.0	0.0
vik_st_columbe_2	vik_public_order_new_positive_buildings	province_to_regions_own_in_adjacent_province	5.0	2.0	0.0
vik_st_columbe_2	vik_public_order_new_positive_buildings_hidden	province_to_region_own	5.0	2.0	0.0
vik_st_columbe_3	vik_fame	faction_to_faction_own_unseen	15.0	7.0	0.0
vik_st_columbe_3	vik_public_order_new_positive_buildings	province_to_regions_own_in_adjacent_province	6.0	3.0	0.0
vik_st_columbe_3	vik_public_order_new_positive_buildings_hidden	province_to_region_own	6.0	3.0	0.0
vik_st_columbe_4	vik_fame	faction_to_faction_own_unseen	20.0	10.0	0.0
vik_st_columbe_4	vik_public_order_new_positive_buildings	province_to_regions_own_in_adjacent_province	7.0	3.0	0.0
vik_st_columbe_4	vik_public_order_new_positive_buildings_hidden	province_to_region_own	7.0	3.0	0.0
vik_st_columbe_5	vik_fame	faction_to_faction_own_unseen	30.0	15.0	0.0
vik_st_columbe_5	vik_public_order_new_positive_buildings	province_to_regions_own_in_adjacent_province	8.0	4.0	0.0
vik_st_columbe_5	vik_public_order_new_positive_buildings_hidden	province_to_region_own	8.0	4.0	0.0
vik_st_cuthbert_1	vik_fame	faction_to_faction_own_unseen	5.0	2.0	0.0
vik_st_cuthbert_1	vik_public_order_new_positive_buildings	province_to_region_own	2.0	1.0	0.0
vik_st_cuthbert_1	vik_unit_morale_this_adjacent_provinces	region_to_force_own_provincewide	2.0	1.0	0.0
vik_st_cuthbert_1	vik_unit_morale_this_adjacent_provinces_hidden	province_to_force_own_in_adjacent_province	2.0	1.0	0.0
vik_st_cuthbert_2	vik_fame	faction_to_faction_own_unseen	10.0	5.0	0.0
vik_st_cuthbert_2	vik_public_order_new_positive_buildings	province_to_region_own	3.0	1.0	0.0
vik_st_cuthbert_2	vik_unit_morale_this_adjacent_provinces	region_to_force_own_provincewide	4.0	2.0	0.0
vik_st_cuthbert_2	vik_unit_morale_this_adjacent_provinces_hidden	province_to_force_own_in_adjacent_province	4.0	2.0	0.0
vik_st_cuthbert_3	vik_fame	faction_to_faction_own_unseen	15.0	7.0	0.0
vik_st_cuthbert_3	vik_public_order_new_positive_buildings	province_to_region_own	4.0	2.0	0.0
vik_st_cuthbert_3	vik_unit_morale_this_adjacent_provinces	region_to_force_own_provincewide	6.0	3.0	0.0
vik_st_cuthbert_3	vik_unit_morale_this_adjacent_provinces_hidden	province_to_force_own_in_adjacent_province	6.0	3.0	0.0
vik_st_cuthbert_4	vik_fame	faction_to_faction_own_unseen	20.0	10.0	0.0
vik_st_cuthbert_4	vik_public_order_new_positive_buildings	province_to_region_own	5.0	2.0	0.0
vik_st_cuthbert_4	vik_unit_morale_this_adjacent_provinces	region_to_force_own_provincewide	8.0	4.0	0.0
vik_st_cuthbert_4	vik_unit_morale_this_adjacent_provinces_hidden	province_to_force_own_in_adjacent_province	8.0	4.0	0.0
vik_st_cuthbert_5	vik_fame	faction_to_faction_own_unseen	30.0	15.0	0.0
vik_st_cuthbert_5	vik_public_order_new_positive_buildings	province_to_region_own	6.0	3.0	0.0
vik_st_cuthbert_5	vik_unit_morale_this_adjacent_provinces	region_to_force_own_provincewide	10.0	5.0	0.0
vik_st_cuthbert_5	vik_unit_morale_this_adjacent_provinces_hidden	province_to_force_own_in_adjacent_province	10.0	5.0	0.0
vik_st_dewi_1	vik_fame	faction_to_faction_own_unseen	5.0	2.0	0.0
vik_st_dewi_1	vik_public_order_new_positive_buildings	province_to_region_own	2.0	1.0	0.0
vik_st_dewi_1	vik_research_rate	faction_to_faction_own_unseen	5.0	2.0	0.0
vik_st_dewi_2	vik_fame	faction_to_faction_own_unseen	10.0	5.0	0.0
vik_st_dewi_2	vik_public_order_new_positive_buildings	province_to_region_own	3.0	1.0	0.0
vik_st_dewi_2	vik_research_rate	faction_to_faction_own_unseen	10.0	5.0	0.0
vik_st_dewi_3	vik_fame	faction_to_faction_own_unseen	15.0	7.0	0.0
vik_st_dewi_3	vik_public_order_new_positive_buildings	province_to_region_own	4.0	2.0	0.0
vik_st_dewi_3	vik_research_rate	faction_to_faction_own_unseen	15.0	7.0	0.0
vik_st_dewi_4	vik_fame	faction_to_faction_own_unseen	20.0	10.0	0.0
vik_st_dewi_4	vik_public_order_new_positive_buildings	province_to_region_own	5.0	2.0	0.0
vik_st_dewi_4	vik_research_rate	faction_to_faction_own_unseen	20.0	10.0	0.0
vik_st_dewi_5	vik_fame	faction_to_faction_own_unseen	30.0	15.0	0.0
vik_st_dewi_5	vik_public_order_new_positive_buildings	province_to_region_own	6.0	3.0	0.0
vik_st_dewi_5	vik_research_rate	faction_to_faction_own_unseen	25.0	12.0	0.0
vik_st_edmund_1	vik_faction_leader_influence_mod	faction_to_faction_own_unseen	1.0	0.0	0.0
vik_st_edmund_1	vik_fame	faction_to_faction_own_unseen	5.0	2.0	0.0
vik_st_edmund_1	vik_public_order_new_positive_buildings	province_to_region_own	2.0	1.0	0.0
vik_st_edmund_2	vik_faction_leader_influence_mod	faction_to_faction_own_unseen	1.0	0.0	0.0
vik_st_edmund_2	vik_fame	faction_to_faction_own_unseen	10.0	5.0	0.0
vik_st_edmund_2	vik_public_order_new_positive_buildings	province_to_region_own	3.0	1.0	0.0
vik_st_edmund_3	vik_faction_leader_influence_mod	faction_to_faction_own_unseen	1.0	0.0	0.0
