building	effect	effect_scope	value	value_damaged	value_ruined
#building_effects_junction_tables;3;db/building_effects_junction_tables/building_effects_halls					
vik_court_1	vik_public_order_new_positive_buildings	province_to_region_own	3.0	2.0	0.0
vik_court_2	vik_public_order_new_positive_buildings	province_to_region_own	3.0	2.0	0.0
vik_court_3	vik_public_order_new_positive_buildings	province_to_region_own	3.0	2.0	0.0
vik_court_3	sw_allegience_hidden	region_to_region_own	3.0	0.0	0.0
vik_moot_hill_1	vik_allegiance	region_to_region_own	2.0	1.0	0.0
vik_moot_hill_2	sw_allegience_hidden	region_to_region_own	2.0	0.0	0.0
vik_moot_hill_2	vik_allegiance	province_to_regions_own_in_adjacent_province	2.0	1.0	0.0
vik_moot_hill_2	vik_building_corruption	faction_to_faction_own	-4.0	-2.0	0.0
vik_moot_hill_3	sw_allegience_hidden	region_to_region_own	3.0	0.0	0.0
vik_moot_hill_3	vik_allegiance	province_to_regions_own_in_adjacent_province	3.0	2.0	0.0
vik_moot_hill_3	vik_building_corruption	faction_to_faction_own	-8.0	-4.0	0.0
vik_assembly_1	vik_faction_leader_influence_mod	faction_to_faction_own_unseen	1.0	1.0	0.0
vik_assembly_1	vik_fame	faction_to_faction_own_unseen	10.0	5.0	0.0
vik_assembly_2	vik_faction_leader_influence_mod	faction_to_faction_own_unseen	1.0	1.0	0.0
vik_assembly_2	vik_fame	faction_to_faction_own_unseen	20.0	10.0	0.0
vik_assembly_2	vik_public_order_new_positive_buildings	faction_to_faction_own	1.0	1.0	0.0
vik_assembly_3	vik_faction_leader_influence_mod	faction_to_faction_own_unseen	2.0	1.0	0.0
vik_assembly_3	vik_fame	faction_to_faction_own_unseen	30.0	15.0	0.0
vik_assembly_3	vik_public_order_new_positive_buildings	faction_to_faction_own	1.0	1.0	0.0
vik_konungsgurtha_1	vik_fame	faction_to_faction_own_unseen	10.0	5.0	0.0
vik_konungsgurtha_2	vik_fame	faction_to_faction_own_unseen	20.0	10.0	0.0
vik_konungsgurtha_3	vik_fame	faction_to_faction_own_unseen	30.0	15.0	0.0
vik_konungsgurtha_3	vik_faction_leader_influence_mod	faction_to_faction_own_unseen	1.0	1.0	0.0
vik_konungsgurtha_3	vik_allegiance	faction_to_faction_own	1.0	1.0	0.0
vik_bard_1	vik_fame	faction_to_faction_own_unseen	10.0	5.0	0.0
vik_bard_1	vik_public_order_new_positive_buildings	faction_to_faction_own	1.0	1.0	0.0
vik_bard_2	vik_fame	faction_to_faction_own_unseen	20.0	10.0	0.0
vik_bard_2	vik_allegiance	province_to_regions_own_in_adjacent_province	1.0	1.0	0.0
vik_bard_2	vik_public_order_new_positive_buildings	faction_to_faction_own	1.0	1.0	0.0
vik_bard_3	vik_fame	faction_to_faction_own_unseen	20.0	10.0	0.0
vik_bard_3	vik_unit_morale	building_to_forces_factionwide	2.0	1.0	0.0
vik_bard_3	vik_allegiance	province_to_regions_own_in_adjacent_province	2.0	1.0	0.0
vik_bard_3	vik_public_order_new_positive_buildings	faction_to_faction_own	2.0	1.0	0.0
vik_court_school_1	vik_building_corruption	province_to_province_own	-10.0	-5.0	0.0
vik_court_school_1	vik_fame	faction_to_faction_own_unseen	10.0	5.0	0.0
vik_court_school_1	vik_tech_points	faction_to_faction_own	10.0	5.0	0.0
vik_court_school_2	vik_building_corruption	province_to_province_own	-15.0	-8.0	0.0
vik_court_school_2	vik_fame	faction_to_faction_own_unseen	20.0	10.0	0.0
vik_court_school_2	vik_tech_points	faction_to_faction_own	15.0	8.0	0.0
vik_court_school_3	vik_building_corruption	province_to_province_own	-15.0	-8.0	0.0
vik_court_school_3	vik_fame	faction_to_faction_own_unseen	30.0	15.0	0.0
vik_court_school_3	vik_tech_points	faction_to_faction_own	15.0	8.0	0.0
vik_arena_1	vik_force_xp_rate	province_to_army_own	50.0	1.0	0.0
vik_arena_2	vik_force_xp_rate	province_to_army_own	70.0	1.0	0.0
vik_arena_3	vik_force_xp_rate	province_to_army_own	90.0	1.0	0.0
vik_arena_1	sw_pools_peasants_increase	faction_to_faction_own_unseen	2.0	2.0	0.0
vik_arena_1	vik_public_order_new_positive_buildings	province_to_region_own	3.0	1.0	0.0
vik_arena_2	sw_pools_peasants_increase	faction_to_faction_own_unseen	3.0	3.0	0.0
vik_arena_2	vik_public_order_new_positive_buildings	province_to_region_own	3.0	1.0	0.0
vik_arena_3	sw_pools_peasants_increase	faction_to_faction_own_unseen	5.0	5.0	0.0
vik_arena_3	vik_public_order_new_positive_buildings	province_to_region_own	3.0	1.0	0.0
vik_court_1	vik_allegiance	region_to_region_own	1.0	1.0	0.0
vik_court_2	vik_allegiance	region_to_region_own	2.0	1.0	0.0
vik_court_3	vik_allegiance	province_to_regions_own_in_adjacent_province	3.0	2.0	0.0
vik_thrall_1	vik_allegiance	province_to_regions_own_in_adjacent_province	2.0	1.0	0.0
vik_thrall_2	vik_allegiance	province_to_regions_own_in_adjacent_province	2.0	1.0	0.0
vik_thrall_2	vik_building_corruption	faction_to_faction_own	-4.0	-2.0	0.0
vik_thrall_3	vik_allegiance	province_to_regions_own_in_adjacent_province	3.0	2.0	0.0
vik_thrall_3	vik_building_corruption	faction_to_faction_own	-8.0	-4.0	0.0
vik_thing_1	vik_allegiance	region_to_region_own	1.0	1.0	0.0
vik_thing_1	vik_building_corruption	province_to_province_own	-10.0	-5.0	0.0
vik_thing_1	vik_public_order_new_positive_buildings	province_to_region_own	1.0	1.0	0.0
vik_thing_2	vik_allegiance	region_to_region_own	2.0	1.0	0.0
vik_thing_2	vik_building_corruption	province_to_province_own	-15.0	-7.0	0.0
vik_thing_2	vik_public_order_new_positive_buildings	province_to_region_own	2.0	1.0	0.0
vik_thing_3	vik_allegiance	region_to_region_own	3.0	2.0	0.0
vik_thing_3	vik_building_corruption	province_to_province_own	-20.0	-10.0	0.0
vik_thing_3	vik_public_order_new_positive_buildings	province_to_region_own	3.0	2.0	0.0
vik_thrall_1	sw_pools_thralls_increase	faction_to_faction_own_unseen	2.0	2.0	0.0
vik_thrall_2	sw_pools_thralls_increase	faction_to_faction_own_unseen	3.0	3.0	0.0
vik_thrall_3	sw_pools_thralls_increase	faction_to_faction_own_unseen	5.0	5.0	0.0
vik_konungsgurtha_1	sw_pools_nobles_except_heroes_increase	faction_to_faction_own_unseen	1.0	1.0	0.0
vik_konungsgurtha_2	sw_pools_nobles_except_heroes_increase	faction_to_faction_own_unseen	3.0	3.0	0.0
vik_konungsgurtha_3	sw_pools_nobles_except_heroes_increase	faction_to_faction_own_unseen	5.0	5.0	0.0
vik_konungsgurtha_3	sw_pools_heroes_increase	faction_to_faction_own_unseen	100.0	100.0	0.0
vik_assembly_3	sw_pools_noble_infantry_not_heroes_increase	faction_to_faction_own_unseen	4.0	4.0	0.0
vik_assembly_2	sw_pools_noble_infantry_not_heroes_increase	faction_to_faction_own_unseen	2.0	2.0	0.0
vik_assembly_1	sw_pools_noble_infantry_not_heroes_increase	faction_to_faction_own_unseen	1.0	1.0	0.0
vik_bard_3	sw_pools_heroes_increase	faction_to_faction_own_unseen	100.0	100.0	0.0
vik_thing_1	sw_pools_noble_infantry_not_heroes_increase	faction_to_faction_own_unseen	1.0	1.0	0.0
vik_thing_2	sw_pools_noble_infantry_not_heroes_increase	faction_to_faction_own_unseen	2.0	2.0	0.0
