building	effect	effect_scope	value	value_damaged	value_ruined
#building_effects_junction_tables;3;db/building_effects_junction_tables/variable_income_effects					
vik_cloth_1	shieldwall_variable_income_increase_textiles	region_to_region_own	30.0	30.0	0.0
vik_cloth_2	shieldwall_variable_income_increase_textiles	region_to_region_own	50.0	50.0	0.0
vik_cloth_3	shieldwall_variable_income_increase_textiles	region_to_region_own	100.0	100.0	0.0
vik_iron_1	shieldwall_variable_income_increase_forge	region_to_region_own	30.0	30.0	0.0
vik_iron_2	shieldwall_variable_income_increase_forge	region_to_region_own	50.0	50.0	0.0
vik_iron_3	shieldwall_variable_income_increase_forge	region_to_region_own	100.0	100.0	0.0
vik_copper_1	shieldwall_variable_income_increase_artisans	region_to_region_own	30.0	30.0	0.0
vik_copper_2	shieldwall_variable_income_increase_artisans	region_to_region_own	50.0	50.0	0.0
vik_copper_3	shieldwall_variable_income_increase_artisans	region_to_region_own	100.0	100.0	0.0
vik_gold_1	shieldwall_variable_income_increase_jeweller	region_to_region_own	30.0	30.0	0.0
vik_gold_2	shieldwall_variable_income_increase_jeweller	region_to_region_own	50.0	50.0	0.0
vik_gold_3	shieldwall_variable_income_increase_jeweller	region_to_region_own	100.0	100.0	0.0
vik_tin_1	shieldwall_variable_income_increase_artisans	region_to_region_own	30.0	30.0	0.0
vik_tin_2	shieldwall_variable_income_increase_artisans	region_to_region_own	50.0	50.0	0.0
vik_tin_3	shieldwall_variable_income_increase_artisans	region_to_region_own	100.0	100.0	0.0
vik_st_ringan_1	shieldwall_variable_income_increase_church	region_to_region_own	2.0	2.0	0.0
vik_st_ringan_2	shieldwall_variable_income_increase_church	region_to_region_own	2.0	2.0	0.0
vik_st_ringan_3	shieldwall_variable_income_increase_church	region_to_region_own	6.0	6.0	0.0
vik_st_ringan_4	shieldwall_variable_income_increase_church	region_to_region_own	8.0	8.0	0.0
vik_st_ringan_5	shieldwall_variable_income_increase_church	region_to_region_own	14.0	14.0	0.0
vik_st_cuthbert_1	shieldwall_variable_income_increase_church	region_to_region_own	2.0	2.0	0.0
vik_st_cuthbert_2	shieldwall_variable_income_increase_church	region_to_region_own	2.0	2.0	0.0
vik_st_cuthbert_3	shieldwall_variable_income_increase_church	region_to_region_own	6.0	6.0	0.0
vik_st_cuthbert_4	shieldwall_variable_income_increase_church	region_to_region_own	8.0	8.0	0.0
vik_st_cuthbert_5	shieldwall_variable_income_increase_church	region_to_region_own	14.0	14.0	0.0
vik_st_dewi_1	shieldwall_variable_income_increase_church	region_to_region_own	2.0	2.0	0.0
vik_st_dewi_2	shieldwall_variable_income_increase_church	region_to_region_own	2.0	2.0	0.0
vik_st_dewi_3	shieldwall_variable_income_increase_church	region_to_region_own	6.0	6.0	0.0
vik_st_dewi_4	shieldwall_variable_income_increase_church	region_to_region_own	8.0	8.0	0.0
vik_st_dewi_5	shieldwall_variable_income_increase_church	region_to_region_own	14.0	14.0	0.0
vik_st_edmund_1	shieldwall_variable_income_increase_church	region_to_region_own	2.0	2.0	0.0
vik_st_edmund_2	shieldwall_variable_income_increase_church	region_to_region_own	2.0	2.0	0.0
vik_st_edmund_3	shieldwall_variable_income_increase_church	region_to_region_own	6.0	6.0	0.0
vik_st_edmund_4	shieldwall_variable_income_increase_church	region_to_region_own	8.0	8.0	0.0
vik_st_edmund_5	shieldwall_variable_income_increase_church	region_to_region_own	14.0	14.0	0.0
vik_school_ros_1	shieldwall_variable_income_increase_church	region_to_region_own	2.0	2.0	0.0
vik_school_ros_2	shieldwall_variable_income_increase_church	region_to_region_own	2.0	2.0	0.0
vik_school_ros_3	shieldwall_variable_income_increase_church	region_to_region_own	6.0	6.0	0.0
vik_school_ros_4	shieldwall_variable_income_increase_church	region_to_region_own	8.0	8.0	0.0
vik_school_ros_5	shieldwall_variable_income_increase_church	region_to_region_own	14.0	14.0	0.0
vik_monastery_1	shieldwall_variable_income_increase_church	region_to_region_own	2.0	2.0	0.0
vik_monastery_2	shieldwall_variable_income_increase_church	region_to_region_own	4.0	4.0	0.0
vik_monastery_3	shieldwall_variable_income_increase_church	region_to_region_own	6.0	6.0	0.0
vik_monastery_4	shieldwall_variable_income_increase_church	region_to_region_own	10.0	10.0	0.0
vik_monastery_5	shieldwall_variable_income_increase_church	region_to_region_own	16.0	16.0	0.0
vik_church_1	shieldwall_variable_income_increase_church	region_to_region_own	10.0	10.0	0.0
vik_church_2	shieldwall_variable_income_increase_church	region_to_region_own	20.0	20.0	0.0
vik_church_3	shieldwall_variable_income_increase_church	region_to_region_own	30.0	30.0	0.0
vik_abbey_2	shieldwall_variable_income_increase_church	region_to_region_own	10.0	10.0	0.0
vik_benedictine_abbey_2	shieldwall_variable_income_increase_church	region_to_region_own	10.0	10.0	0.0
vik_celi_de_abbey_2	shieldwall_variable_income_increase_church	region_to_region_own	10.0	10.0	0.0
