building	effect	effect_scope	value	value_damaged	value_ruined
#building_effects_junction_tables;3;db/building_effects_junction_tables/monk_capacity					
vik_court_school_1	shield_scripted_pop_cap_monk	region_to_region_own	10.0	10.0	0.0
vik_court_school_2	shield_scripted_pop_cap_monk	region_to_region_own	15.0	15.0	0.0
vik_court_school_3	shield_scripted_pop_cap_monk	region_to_region_own	20.0	20.0	0.0
vik_benedictine_abbey_1	shield_scripted_pop_cap_monk	region_to_region_own	10.0	10.0	0.0
vik_benedictine_abbey_2	shield_scripted_pop_cap_monk	region_to_region_own	20.0	20.0	0.0
vik_benedictine_abbey_b_2	shield_scripted_pop_cap_monk	region_to_region_own	10.0	10.0	0.0
vik_celi_de_abbey_1	shield_scripted_pop_cap_monk	region_to_region_own	10.0	10.0	0.0
vik_celi_de_abbey_2	shield_scripted_pop_cap_monk	region_to_region_own	20.0	20.0	0.0
vik_ceil_de_abbey_b_2	shield_scripted_pop_cap_monk	region_to_region_own	10.0	10.0	0.0
vik_abbey_1	shield_scripted_pop_cap_monk	region_to_region_own	10.0	10.0	0.0
vik_abbey_2	shield_scripted_pop_cap_monk	region_to_region_own	20.0	20.0	0.0
vik_abbey_b_2	shield_scripted_pop_cap_monk	region_to_region_own	10.0	10.0	0.0
vik_scoan_abbey_1	shield_scripted_pop_cap_monk	region_to_region_own	10.0	10.0	0.0
vik_scoan_abbey_2	shield_scripted_pop_cap_monk	region_to_region_own	20.0	20.0	0.0
vik_scoan_abbey_3	shield_scripted_pop_cap_monk	region_to_region_own	30.0	30.0	0.0
vik_st_brigit_1	shield_scripted_pop_cap_monk	region_to_region_own	20.0	20.0	0.0
vik_st_brigit_2	shield_scripted_pop_cap_monk	region_to_region_own	30.0	30.0	0.0
vik_st_brigit_3	shield_scripted_pop_cap_monk	region_to_region_own	40.0	40.0	0.0
vik_st_swithun_1	shield_scripted_pop_cap_monk	region_to_region_own	20.0	20.0	0.0
vik_st_swithun_2	shield_scripted_pop_cap_monk	region_to_region_own	30.0	30.0	0.0
