building	effect	effect_scope	value	value_damaged	value_ruined
#building_effects_junction_tables;3;db/building_effects_junction_tables/building_estate_assignments					
vik_abbey_2	vik_estates_religious	building_to_building_own	1.0	1.0	0.0
vik_apple_ash_1	vik_estates_agricultural	building_to_building_own	1.0	1.0	0.0
vik_apple_ash_2	vik_estates_agricultural	building_to_building_own	1.0	1.0	0.0
vik_apple_ash_3	vik_estates_agricultural	building_to_building_own	1.0	1.0	0.0
vik_benedictine_abbey_2	vik_estates_religious	building_to_building_own	1.0	1.0	0.0
vik_celi_de_abbey_2	vik_estates_religious	building_to_building_own	1.0	1.0	0.0
vik_estate_1	vik_estates_agricultural	building_to_building_own	1.0	1.0	0.0
vik_estate_2	vik_estates_agricultural	building_to_building_own	1.0	1.0	0.0
vik_estate_3	vik_estates_agricultural	building_to_building_own	1.0	1.0	0.0
vik_farm_b_2	vik_estates_agricultural	building_to_building_own	2.0	1.0	0.0
vik_farm_b_3	vik_estates_agricultural	building_to_building_own	2.0	1.0	0.0
vik_hunting_b_2	vik_estates_agricultural	building_to_building_own	1.0	1.0	0.0
vik_hunting_b_3	vik_estates_agricultural	building_to_building_own	1.0	1.0	0.0
vik_orchard_b_2	vik_estates_agricultural	building_to_building_own	1.0	1.0	0.0
vik_orchard_b_3	vik_estates_agricultural	building_to_building_own	1.0	1.0	0.0
vik_pasture_b_2	vik_estates_agricultural	building_to_building_own	1.0	1.0	0.0
vik_pasture_b_3	vik_estates_agricultural	building_to_building_own	1.0	1.0	0.0
vik_st_ringan_1	vik_estates_religious	building_to_building_own	1.0	1.0	0.0
vik_st_ringan_2	vik_estates_religious	building_to_building_own	1.0	1.0	0.0
vik_st_ringan_3	vik_estates_religious	building_to_building_own	1.0	1.0	0.0
vik_st_ringan_4	vik_estates_religious	building_to_building_own	1.0	1.0	0.0
vik_st_ringan_5	vik_estates_religious	building_to_building_own	1.0	1.0	0.0
vik_st_cuthbert_1	vik_estates_religious	building_to_building_own	1.0	1.0	0.0
vik_st_cuthbert_2	vik_estates_religious	building_to_building_own	1.0	1.0	0.0
vik_st_cuthbert_3	vik_estates_religious	building_to_building_own	1.0	1.0	0.0
vik_st_cuthbert_4	vik_estates_religious	building_to_building_own	1.0	1.0	0.0
vik_st_cuthbert_5	vik_estates_religious	building_to_building_own	1.0	1.0	0.0
vik_st_dewi_1	vik_estates_religious	building_to_building_own	1.0	1.0	0.0
vik_st_dewi_2	vik_estates_religious	building_to_building_own	1.0	1.0	0.0
vik_st_dewi_3	vik_estates_religious	building_to_building_own	1.0	1.0	0.0
vik_st_dewi_4	vik_estates_religious	building_to_building_own	1.0	1.0	0.0
vik_st_dewi_5	vik_estates_religious	building_to_building_own	1.0	1.0	0.0
vik_st_edmund_1	vik_estates_religious	building_to_building_own	1.0	1.0	0.0
vik_st_edmund_2	vik_estates_religious	building_to_building_own	1.0	1.0	0.0
vik_st_edmund_3	vik_estates_religious	building_to_building_own	1.0	1.0	0.0
vik_st_edmund_4	vik_estates_religious	building_to_building_own	1.0	1.0	0.0
vik_st_edmund_5	vik_estates_religious	building_to_building_own	1.0	1.0	0.0
vik_island_monastery_1	vik_estates_religious	building_to_building_own	1.0	1.0	0.0
vik_island_monastery_2	vik_estates_religious	building_to_building_own	1.0	1.0	0.0
vik_island_monastery_3	vik_estates_religious	building_to_building_own	1.0	1.0	0.0
vik_great_hall_4	vik_estates_estate_building	building_to_building_own	1.0	1.0	0.0
vik_great_hall_5	vik_estates_estate_building	building_to_building_own	1.0	1.0	0.0
vik_offas_hall_1	vik_estates_estate_building	building_to_building_own	1.0	1.0	0.0
vik_offas_hall_2	vik_estates_estate_building	building_to_building_own	1.0	1.0	0.0
vik_offas_hall_3	vik_estates_estate_building	building_to_building_own	1.0	1.0	0.0
vik_offas_hall_4	vik_estates_estate_building	building_to_building_own	1.0	1.0	0.0
vik_offas_hall_5	vik_estates_estate_building	building_to_building_own	1.0	1.0	0.0
vik_rock_caisil_1	vik_estates_estate_building	building_to_building_own	1.0	1.0	0.0
vik_rock_caisil_2	vik_estates_estate_building	building_to_building_own	1.0	1.0	0.0
vik_rock_caisil_3	vik_estates_estate_building	building_to_building_own	1.0	1.0	0.0
vik_rock_caisil_4	vik_estates_estate_building	building_to_building_own	1.0	1.0	0.0
vik_rock_caisil_5	vik_estates_estate_building	building_to_building_own	1.0	1.0	0.0
