faction	general_unit	unit	siege_unit_attacker	siege_unit_defender
#units_custom_battle_permissions_tables;4;db/units_custom_battle_permissions_tables/northleode				
vik_fact_northleode	false	eng_catapult	true	true
vik_fact_northleode	false	eng_ceorl_archers	true	true
vik_fact_northleode	false	eng_ceorl_axemen	true	true
vik_fact_northleode	false	eng_ceorl_javelinmen	true	true
vik_fact_northleode	false	eng_ceorl_spearmen	true	true
vik_fact_northleode	false	eng_earls_horsemen	true	true
vik_fact_northleode	false	eng_long_axemen	true	true
vik_fact_northleode	true	eng_royal_bodyguard	true	true
vik_fact_northleode	true	eng_royal_companions	true	true
vik_fact_northleode	false	eng_scout_horsemen	true	true
vik_fact_northleode	false	eng_seax_warriors	true	true
vik_fact_northleode	false	eng_thegn_spearmen	true	true
vik_fact_northleode	false	eng_thegns	true	true
vik_fact_northleode	false	shp_eng_ceorl_archers	true	true
vik_fact_northleode	false	shp_eng_ceorl_axemen	true	true
vik_fact_northleode	false	shp_eng_ceorl_javelinmen	true	true
vik_fact_northleode	false	shp_eng_ceorl_spearmen	true	true
vik_fact_northleode	false	shp_eng_long_axemen	true	true
vik_fact_northleode	true	shp_eng_royal_bodyguard	true	true
vik_fact_northleode	true	shp_eng_royal_companions	true	true
vik_fact_northleode	false	shp_eng_seax_warriors	true	true
vik_fact_northleode	false	shp_eng_thegn_spearmen	true	true
vik_fact_northleode	false	shp_eng_thegns	true	true
vik_fact_northleode	false	eng_north_horsemen	true	true
vik_fact_northleode	false	eng_north_spearmen	true	true
vik_fact_northleode	false	eng_north_champion	true	true
vik_fact_northleode	false	eng_north_hunters	true	true
vik_fact_northleode	false	shp_eng_north_champion	true	true
vik_fact_northleode	false	eng_north_javelinmen	true	true
