campaign_key	difficulty_handicap	faction_key	personality_group
#cai_personality_group_overrides_tables;0;db/cai_personality_group_overrides_tables/cai_personality_group_overrides			
vik_attila	-1	vik_fact_aileach	vik_group_irish_hard
vik_attila	-2	vik_fact_aileach	vik_group_irish_very_hard
vik_attila	-3	vik_fact_aileach	vik_group_irish_very_hard
vik_attila	1	vik_fact_aileach	vik_group_irish_easy
vik_attila	-1	vik_fact_airer_goidel	vik_group_scottish_passive_hard
vik_attila	-2	vik_fact_airer_goidel	vik_group_scottish_passive_very_hard
vik_attila	-3	vik_fact_airer_goidel	vik_group_scottish_passive_very_hard
vik_attila	1	vik_fact_airer_goidel	vik_group_scottish_passive_easy
vik_attila	-1	vik_fact_airgialla	vik_group_irish_hard
vik_attila	-2	vik_fact_airgialla	vik_group_irish_very_hard
vik_attila	-3	vik_fact_airgialla	vik_group_irish_very_hard
vik_attila	1	vik_fact_airgialla	vik_group_irish_easy
vik_attila	-1	vik_fact_athfochla	vik_group_scottish_passive_hard
vik_attila	-2	vik_fact_athfochla	vik_group_scottish_passive_very_hard
vik_attila	-3	vik_fact_athfochla	vik_group_scottish_passive_very_hard
vik_attila	1	vik_fact_athfochla	vik_group_scottish_passive_easy
vik_attila	-1	vik_fact_bedeborg	vik_group_danelaw_hard
vik_attila	-2	vik_fact_bedeborg	vik_group_danelaw_very_hard
vik_attila	-3	vik_fact_bedeborg	vik_group_danelaw_very_hard
vik_attila	1	vik_fact_bedeborg	vik_group_danelaw_easy
vik_attila	-1	vik_fact_brechinauc	vik_group_welsh_hard
vik_attila	-2	vik_fact_brechinauc	vik_group_welsh_very_hard
vik_attila	-3	vik_fact_brechinauc	vik_group_welsh_very_hard
vik_attila	1	vik_fact_brechinauc	vik_group_welsh_easy
vik_attila	-1	vik_fact_brega	vik_group_irish_hard
vik_attila	-2	vik_fact_brega	vik_group_irish_very_hard
vik_attila	-3	vik_fact_brega	vik_group_irish_very_hard
vik_attila	1	vik_fact_brega	vik_group_irish_easy
vik_attila	-1	vik_fact_breifne	vik_group_irish_hard
vik_attila	-2	vik_fact_breifne	vik_group_irish_very_hard
vik_attila	-3	vik_fact_breifne	vik_group_irish_very_hard
vik_attila	1	vik_fact_breifne	vik_group_irish_easy
vik_attila	-1	vik_fact_caisil	vik_group_irish_hard
vik_attila	-2	vik_fact_caisil	vik_group_irish_very_hard
vik_attila	-3	vik_fact_caisil	vik_group_irish_very_hard
vik_attila	1	vik_fact_caisil	vik_group_irish_easy
vik_attila	-1	vik_fact_cent	vik_group_english_hard
vik_attila	-2	vik_fact_cent	vik_group_english_very_hard
vik_attila	-3	vik_fact_cent	vik_group_english_very_hard
vik_attila	1	vik_fact_cent	vik_group_english_easy
vik_attila	-1	vik_fact_cerneu	vik_group_welsh_hard
vik_attila	-2	vik_fact_cerneu	vik_group_welsh_very_hard
vik_attila	-3	vik_fact_cerneu	vik_group_welsh_very_hard
vik_attila	1	vik_fact_cerneu	vik_group_welsh_easy
vik_attila	-1	vik_fact_circenn	vik_group_scoan_hard
vik_attila	-2	vik_fact_circenn	vik_group_scoan_very_hard
vik_attila	-3	vik_fact_circenn	vik_group_scoan_very_hard
vik_attila	1	vik_fact_circenn	vik_group_scoan_easy
vik_attila	-1	vik_fact_connacht	vik_group_irish_hard
vik_attila	-2	vik_fact_connacht	vik_group_irish_very_hard
vik_attila	-3	vik_fact_connacht	vik_group_irish_very_hard
vik_attila	1	vik_fact_connacht	vik_group_irish_easy
vik_attila	-1	vik_fact_cumbra	vik_group_welsh_hard
vik_attila	-2	vik_fact_cumbra	vik_group_welsh_very_hard
vik_attila	-3	vik_fact_cumbra	vik_group_welsh_very_hard
vik_attila	1	vik_fact_cumbra	vik_group_welsh_easy
vik_attila	-1	vik_fact_defena	vik_group_english_hard
vik_attila	-2	vik_fact_defena	vik_group_english_very_hard
vik_attila	-3	vik_fact_defena	vik_group_english_very_hard
vik_attila	1	vik_fact_defena	vik_group_english_easy
vik_attila	-1	vik_fact_dene	vik_viking_late
vik_attila	-2	vik_fact_dene	vik_viking_late
vik_attila	-3	vik_fact_dene	vik_viking_late
vik_attila	1	vik_fact_dene	vik_viking_late
vik_attila	-1	vik_fact_desmuma	vik_group_irish_hard
vik_attila	-2	vik_fact_desmuma	vik_group_irish_very_hard
vik_attila	-3	vik_fact_desmuma	vik_group_irish_very_hard
vik_attila	1	vik_fact_desmuma	vik_group_irish_easy
vik_attila	-1	vik_fact_djurby	vik_group_danelaw_hard
vik_attila	-2	vik_fact_djurby	vik_group_danelaw_very_hard
vik_attila	-3	vik_fact_djurby	vik_group_danelaw_very_hard
vik_attila	1	vik_fact_djurby	vik_group_danelaw_easy
vik_attila	-1	vik_fact_dorsaete	vik_group_english_hard
vik_attila	-2	vik_fact_dorsaete	vik_group_english_very_hard
vik_attila	-3	vik_fact_dorsaete	vik_group_english_very_hard
vik_attila	1	vik_fact_dorsaete	vik_group_english_easy
vik_attila	-1	vik_fact_dubgaill	vik_viking_early
vik_attila	-2	vik_fact_dubgaill	vik_viking_early
vik_attila	-3	vik_fact_dubgaill	vik_viking_early
vik_attila	1	vik_fact_dubgaill	vik_viking_early
vik_attila	-1	vik_fact_dyfet	vik_group_welsh_hard
vik_attila	-2	vik_fact_dyfet	vik_group_welsh_very_hard
vik_attila	-3	vik_fact_dyfet	vik_group_welsh_very_hard
vik_attila	1	vik_fact_dyfet	vik_group_welsh_easy
vik_attila	-1	vik_fact_dyflin	vik_group_dyflin_hard
vik_attila	-2	vik_fact_dyflin	vik_group_dyflin_very_hard
vik_attila	-3	vik_fact_dyflin	vik_group_dyflin_very_hard
vik_attila	1	vik_fact_dyflin	vik_group_dyflin_easy
vik_attila	-1	vik_fact_east_engle	vik_group_east_angla_hard
vik_attila	-2	vik_fact_east_engle	vik_group_east_angla_very_hard
vik_attila	-3	vik_fact_east_engle	vik_group_east_angla_very_hard
vik_attila	1	vik_fact_east_engle	vik_group_east_angla_easy
vik_attila	-1	vik_fact_east_seaxe	vik_group_english_hard
vik_attila	-2	vik_fact_east_seaxe	vik_group_english_very_hard
vik_attila	-3	vik_fact_east_seaxe	vik_group_english_very_hard
vik_attila	1	vik_fact_east_seaxe	vik_group_english_easy
vik_attila	-1	vik_fact_finngaill	vik_viking_early
vik_attila	-2	vik_fact_finngaill	vik_viking_early
vik_attila	-3	vik_fact_finngaill	vik_viking_early
vik_attila	1	vik_fact_finngaill	vik_viking_early
vik_attila	-1	vik_fact_fortriu	vik_group_scottish_hard
vik_attila	-2	vik_fact_fortriu	vik_group_scottish_very_hard
vik_attila	-3	vik_fact_fortriu	vik_group_scottish_very_hard
vik_attila	1	vik_fact_fortriu	vik_group_scottish_easy
vik_attila	-1	vik_fact_gallgoidel	vik_group_eastmen_hard
vik_attila	-2	vik_fact_gallgoidel	vik_group_eastmen_very_hard
vik_attila	-3	vik_fact_gallgoidel	vik_group_eastmen_very_hard
vik_attila	1	vik_fact_gallgoidel	vik_group_eastmen_easy
vik_attila	-1	vik_fact_gliwissig	vik_group_welsh_hard
vik_attila	-2	vik_fact_gliwissig	vik_group_welsh_very_hard
vik_attila	-3	vik_fact_gliwissig	vik_group_welsh_very_hard
vik_attila	1	vik_fact_gliwissig	vik_group_welsh_easy
vik_attila	-1	vik_fact_grantebru	vik_group_danelaw_hard
vik_attila	-2	vik_fact_grantebru	vik_group_danelaw_very_hard
vik_attila	-3	vik_fact_grantebru	vik_group_danelaw_very_hard
vik_attila	1	vik_fact_grantebru	vik_group_danelaw_easy
vik_attila	-1	vik_fact_gwent	vik_group_welsh_hard
vik_attila	-2	vik_fact_gwent	vik_group_welsh_very_hard
vik_attila	-3	vik_fact_gwent	vik_group_welsh_very_hard
vik_attila	1	vik_fact_gwent	vik_group_welsh_easy
vik_attila	-1	vik_fact_gwined	vik_group_gwined_hard
vik_attila	-2	vik_fact_gwined	vik_group_gwined_very_hard
vik_attila	-3	vik_fact_gwined	vik_group_gwined_very_hard
vik_attila	1	vik_fact_gwined	vik_group_gwined_easy
vik_attila	-1	vik_fact_haeden	vik_viking_early
vik_attila	-2	vik_fact_haeden	vik_viking_early
vik_attila	-3	vik_fact_haeden	vik_viking_early
vik_attila	1	vik_fact_haeden	vik_viking_early
vik_attila	-1	vik_fact_heimiliborg	vik_group_danelaw_hard
vik_attila	-2	vik_fact_heimiliborg	vik_group_danelaw_very_hard
vik_attila	-3	vik_fact_heimiliborg	vik_group_danelaw_very_hard
vik_attila	1	vik_fact_heimiliborg	vik_group_danelaw_easy
vik_attila	-1	vik_fact_hellirborg	vik_group_danelaw_hard
vik_attila	-2	vik_fact_hellirborg	vik_group_danelaw_very_hard
vik_attila	-3	vik_fact_hellirborg	vik_group_danelaw_very_hard
vik_attila	1	vik_fact_hellirborg	vik_group_danelaw_easy
vik_attila	-1	vik_fact_hlymrekr	vik_group_eastmen_hard
vik_attila	-2	vik_fact_hlymrekr	vik_group_eastmen_very_hard
vik_attila	-3	vik_fact_hlymrekr	vik_group_eastmen_very_hard
vik_attila	1	vik_fact_hlymrekr	vik_group_eastmen_easy
vik_attila	-1	vik_fact_holdrness	vik_group_danelaw_hard
vik_attila	-2	vik_fact_holdrness	vik_group_danelaw_very_hard
vik_attila	-3	vik_fact_holdrness	vik_group_danelaw_very_hard
vik_attila	1	vik_fact_holdrness	vik_group_danelaw_easy
vik_attila	-1	vik_fact_hwicce	vik_group_english_hard
vik_attila	-2	vik_fact_hwicce	vik_group_english_very_hard
vik_attila	-3	vik_fact_hwicce	vik_group_english_very_hard
vik_attila	1	vik_fact_hwicce	vik_group_english_easy
vik_attila	-1	vik_fact_hylrborg	vik_group_danelaw_hard
vik_attila	-2	vik_fact_hylrborg	vik_group_danelaw_very_hard
vik_attila	-3	vik_fact_hylrborg	vik_group_danelaw_very_hard
vik_attila	1	vik_fact_hylrborg	vik_group_danelaw_easy
vik_attila	-1	vik_fact_iarmuma	vik_group_irish_hard
vik_attila	-2	vik_fact_iarmuma	vik_group_irish_very_hard
vik_attila	-3	vik_fact_iarmuma	vik_group_irish_very_hard
vik_attila	1	vik_fact_iarmuma	vik_group_irish_easy
vik_attila	-1	vik_fact_jorvik	vik_viking_early
vik_attila	-2	vik_fact_jorvik	vik_viking_early
vik_attila	-3	vik_fact_jorvik	vik_viking_early
vik_attila	1	vik_fact_jorvik	vik_viking_early
vik_attila	-1	vik_fact_laigin	vik_group_irish_hard
vik_attila	-2	vik_fact_laigin	vik_group_irish_very_hard
vik_attila	-3	vik_fact_laigin	vik_group_irish_very_hard
vik_attila	1	vik_fact_laigin	vik_group_irish_easy
vik_attila	-1	vik_fact_ledeborg	vik_group_danelaw_hard
vik_attila	-2	vik_fact_ledeborg	vik_group_danelaw_very_hard
vik_attila	-3	vik_fact_ledeborg	vik_group_danelaw_very_hard
vik_attila	1	vik_fact_ledeborg	vik_group_danelaw_easy
vik_attila	-1	vik_fact_mide	vik_group_midhe_hard
vik_attila	-2	vik_fact_mide	vik_group_midhe_very_hard
vik_attila	-3	vik_fact_mide	vik_group_midhe_very_hard
