unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	upkeep_cost	weight	campaign_total_cap	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	voiceover	ui_unit_group_land	ui_unit_group_naval	tier
#main_units_tables;17;db/main_units_tables/sw_new_units																															
eng_north_horsemen		0	medium	1	false	eng_north_horsemen	56	2	300	vik_sae_wylfing	1	20	200	0	300			160	heavy	-1		false	false	0	14398	true		vo_subculture_viking_english	att_cav_melee_land	att_special_transportship_naval	2
eng_north_spearmen		0	light	1	false	eng_north_spearmen	160	0	95	vik_sae_wylfing	1	20	200	0	95			50	light	-1		false	false	0	14436	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	1
shp_eng_north_spearmen		0	light	1	true	eng_north_spearmen	160	0	215	vik_sae_wylfing	1	20	200	0	50			50	light	-1		false	false	0	16167	true		vo_subculture_viking_english	att_inf_spear_land	att_inf_sword_naval	1
eng_north_champion		0	heavy	1	false	eng_north_champion	40	1	340	vik_sae_wylfing	1	20	200	0	340			170	very_heavy	-1		false	false	0	14406	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	3
shp_eng_north_champion		0	heavy	1	true	eng_north_champion	40	1	115	vik_sae_wylfing	1	20	200	0	200			200	very_heavy	-1		false	false	0	16146	true		vo_subculture_viking_english	att_inf_spear_land	att_inf_sword_naval	3
shp_eng_north_hunters		0	light	1	true	eng_north_hunters	36	0	220	vik_sae_wylfing_mis	1	20	200	0	50			60	light	-1		false	false	0	16160	true		vo_subculture_viking_english	att_inf_bow_land	att_inf_bow_naval	1
eng_north_hunters		0	light	1	false	eng_north_hunters	36	0	80	vik_sae_wylfing_mis	1	20	200	0	80			40	light	-1		false	false	0	14418	true		vo_subculture_viking_english	att_inf_bow_land	att_special_transportship_naval	1
eng_north_javelinmen		0	light	1	false	eng_north_javelinmen	60	0	90	vik_sae_wylfing_mis	1	20	200	0	90			50	light	-1		false	false	0	14426	true		vo_subculture_viking_english	att_inf_javelin_land	att_special_transportship_naval	1
shp_eng_north_javelinmen		0	light	1	true	eng_north_javelinmen	60	0	90	vik_sae_wylfing_mis	1	20	200	0	50			50	light	-1		false	false	0	16165	true		vo_subculture_viking_english	att_inf_javelin_land	att_inf_javelin_naval	1
eng_royal_huscarles		0	heavy	1	false	eng_royal_huscarles	40	1	340	vik_sae_wylfing	1	20	200	0	340			170	very_heavy	-1		false	false	0	16170	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	3
shp_eng_royal_huscarles		0	heavy	1	true	eng_royal_huscarles	160	1	115	vik_sae_wylfing	1	20	200	0	200			200	very_heavy	-1		false	false	0	16175	true		vo_subculture_viking_english	att_inf_spear_land	att_inf_sword_naval	3
dan_royal_spearmen		0	heavy	1	false	dan_royal_spearmen	40	1	340	vik_sae_wylfing	1	20	200	0	340			170	very_heavy	-1		false	false	0	16180	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	3
shp_dan_royal_spearmen		0	heavy	1	true	dan_royal_spearmen	160	1	115	vik_sae_wylfing	1	20	200	0	200			200	very_heavy	-1		false	false	0	16185	true		vo_subculture_viking_english	att_inf_spear_land	att_inf_sword_naval	3
