key	accuracy	ammo	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	dismounted_melee_defense	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_animals	animal	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strengths_&_weaknesses_text	supports_first_person	training_level	num_guns	officers	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	chariot	num_chariots	reload	loose_spacing	spotting_and_hiding	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power
#land_units_tables;31;db/land_units_tables/sw_noble_melee_units																																																			
sw_eng_thegn_spear	0	0	sw_mail	2000	inf_melee	10	inf_spr	10	22	33	vik_eng_thegn_spearmen_long	vik_man_sw_spear_shield_javelin_horse	sw_noble_melee	22	33	21	0		0		0	sw_spear_noble		5	sw_medium_saxon	vik_eng_thegn_spearmen_short	melee_inf	mob	false	well_trained	0	eng_officer			true	30.0	250.0	0.0	spear_noble	30.0	60.0		0	0	false		vo_battle_unit_thegns	vo_battle_unit_spears	vo_battle_unit_generic	1.0	10.0
sw_eng_thegn_sword	0	2	sw_mail	2000	inf_melee	12	inf_mel	12	22	44	vik_eng_thegns_long	vik_man_sw_sword_shield_javelin_precursor_horse	sw_noble_melee	22	44	21	0		0		0	sw_sword_noble	vik_javelin_leaf_03	5	sw_medium_saxon	vik_eng_thegns_short	melee_inf	mob	false	well_trained	0	eng_officer			true	30.0	250.0	0.0	sword_noble	30.0	60.0		0	0	false		vo_battle_unit_thegns	vo_battle_unit_swords	vo_battle_unit_generic	1.0	10.0
est_est_hirdmenn_sword	0	1	sw_mail	2000	inf_melee	12	inf_mel	12	21	42	vik_est_hirdmen_long	vik_man_sw_sword_shield_javelin_precursor_horse	sw_hird	21	42	20	0		0		0	sw_sword_noble	vik_javelin_leaf_03	5	sw_medium	vik_est_hirdmen_short	melee_inf	mob	false	well_trained	0	est_officer_elite			true	30.0	250.0	0.0	sword_noble	30.0	60.0		0	0	false		vo_battle_unit_hirdmen	vo_battle_unit_swords	vo_battle_unit_generic	1.0	10.0
sw_est_hirdmenn_axe	0	0	sw_mail	2000	inf_melee	20	inf_mel	20	19	10	vik_est_axes_long	vik_man_sw_axe_shield_javelin_horse	sw_hird	19	10	20	0		0		0	sw_axe_noble		6	sw_medium	vik_est_mailed_axemen_short	melee_inf	mob	false	well_trained	0	est_officer			true	30.0	250.0	0.0	axe_noble	30.0	60.0		0	0	false		vo_battle_unit_axemen	vo_battle_unit_generic	vo_battle_unit_generic	1.0	10.0
sw_est_hirdmenn_spear	0	0	sw_mail	2000	inf_melee	10	inf_spr	10	19	29	vik_all_royal_spears_long	vik_man_sw_spear_shield_javelin_horse	sw_hird	19	29	20	0		0		0	sw_spear_noble		5	sw_medium	vik_est_spear_guard_short	melee_inf	mob	false	well_trained	0	est_officer_vikingar			true	30.0	250.0	0.0	spear_noble	30.0	60.0		0	0	false		vo_battle_unit_hirdmen	vo_battle_unit_generic	vo_battle_unit_generic	1.0	10.0
sw_wel_young_sword	0	0	sw_leather	2000	inf_melee	14	inf_mel	14	16	32	vik_wel_swordsmen_long	vik_man_sw_sword_shield_javelin_horse	sw_noble_melee	16	32	17	0		0		0	sw_sword_veteran		5	sw_small	vik_wel_swordsmen_short	melee_inf	mob	false	well_trained	0	wel_officer			true	30.0	280.0	0.0	sword_noble	30.0	60.0		0	0	false		vo_battle_unit_swords	vo_battle_unit_generic	vo_battle_unit_generic	1.2	10.0
sw_wel_gwrda_sword	0	0	sw_mail	2000	inf_melee	10	inf_mel	10	18	36	vik_wel_swordsmen_long	vik_man_sw_sword_shield_javelin_horse	sw_noble_melee	18	36	18	0		0		0	sw_sword_veteran		5	sw_small	vik_wel_armoured_swordsmen_short	melee_inf	mob	false	well_trained	0	wel_officer			true	30.0	250.0	0.0	sword_noble	30.0	60.0		0	0	false		vo_battle_unit_swords	vo_battle_unit_generic	vo_battle_unit_generic	1.0	10.0
sw_wel_teulu_sword	30	2	sw_scale	2000	inf_melee	12	inf_mel	11	23	46	vik_wel_swordsmen_long	vik_man_sw_sword_shield_javelin_precursor_horse	sw_noble_melee	23	46	23	0		0		0	sw_sword_noble	vik_javelin_leaf_03	4	sw_medium	vik_wel_mailed_swordsmen_short	melee_inf	mob	false	well_trained	0	wel_officer_elite			true	30.0	250.0	0.0	sword_noble	30.0	60.0		0	0	false		vo_battle_unit_swords	vo_battle_unit_generic	vo_battle_unit_generic	1.0	10.0
sw_wel_uchelwr_spear	0	0	sw_leather	2000	inf_melee	11	inf_spr	11	21	32	vik_all_royal_spears_long	vik_man_sw_spear_shield_javelin_horse	sw_noble_melee	21	32	20	0		0		0	sw_spear_noble		5	sw_medium_wood	vik_wel_royal_spearmen_short	melee_inf	mob	false	well_trained	0	wel_officer			true	30.0	250.0	0.0	spear_noble	30.0	60.0		0	0	false		vo_battle_unit_spears	vo_battle_unit_generic	vo_battle_unit_generic	1.0	10.0
