unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
#unit_set_to_unit_junctions_tables;0;db/unit_set_to_unit_junctions_tables/cavalry					
			dan_jarls_horsemen	cavalry_units	false
			dan_mailed_horsemen	cavalry_units	false
			eng_earls_horsemen	cavalry_units	false
			eng_mailed_horsemen	cavalry_units	false
			eng_thegn_horsemen	cavalry_units	true
			est_mailed_horsemen	cavalry_units	false
			iri_airig_mailed_horsemen	cavalry_units	false
			iri_horse_boys	cavalry_units	false
			nor_horsemen	cavalry_units	false
			sco_mormaer_horsemen	cavalry_units	false
			wel_horsemen	cavalry_units	false
			est_scouts	cavalry_units	false
			wel_uchelwr	cavalry_units	false
			wel_old_north_uchelwr	cavalry_units	false
			wel_royal_uchelwr	cavalry_units	false
			nor_scout_cavalry	cavalry_units	false
			vik_scouts	cavalry_units	false
			eng_scout_horsemen	cavalry_units	false
			dan_scout_horsemen	cavalry_units	false
			wel_scout_horsemen	cavalry_units	false
			est_scouts	scouts	false
			nor_scout_cavalry	scouts	false
			vik_scouts	scouts	false
			eng_scout_horsemen	scouts	false
			dan_scout_horsemen	scouts	false
			wel_scout_horsemen	scouts	false
			dan_jarls_horsemen	mounted_warriors	false
			dan_mailed_horsemen	mounted_warriors	false
			eng_earls_horsemen	mounted_warriors	false
			wel_uchelwr	mounted_warriors	false
			wel_old_north_uchelwr	mounted_warriors	false
			wel_royal_uchelwr	mounted_warriors	false
			nor_cavalry	cavalry_units	false
			nor_knights	cavalry_units	false
			nor_cavalry	mounted_warriors	false
			dan_jarls_horsemen	cavalry_units_except_heroes	false
			dan_mailed_horsemen	cavalry_units_except_heroes	false
			eng_earls_horsemen	cavalry_units_except_heroes	false
			eng_mailed_horsemen	cavalry_units_except_heroes	false
			eng_thegn_horsemen	cavalry_units_except_heroes	false
			est_mailed_horsemen	cavalry_units_except_heroes	false
			iri_airig_mailed_horsemen	cavalry_units_except_heroes	false
			iri_horse_boys	cavalry_units_except_heroes	false
			nor_horsemen	cavalry_units_except_heroes	false
			sco_mormaer_horsemen	cavalry_units_except_heroes	false
			wel_horsemen	cavalry_units_except_heroes	false
			est_scouts	cavalry_units_except_heroes	false
			wel_uchelwr	cavalry_units_except_heroes	false
			wel_old_north_uchelwr	cavalry_units_except_heroes	false
			nor_scout_cavalry	cavalry_units_except_heroes	false
			vik_scouts	cavalry_units_except_heroes	false
			eng_scout_horsemen	cavalry_units_except_heroes	false
			dan_scout_horsemen	cavalry_units_except_heroes	false
			wel_scout_horsemen	cavalry_units_except_heroes	false
