unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
#unit_set_to_unit_junctions_tables;0;db/unit_set_to_unit_junctions_tables/nobles					
			est_spear_guard	nobles	false
			est_hirdmen	nobles	false
			est_mailed_axemen	nobles	false
			est_champions	nobles	false
			est_norse_mailed_hersir	nobles	false
			dan_northumbrian_thegns	nobles	false
			dan_sword_hirdmen	nobles	false
			dan_jarls_horsemen	nobles	false
			dan_sword_hersir	nobles	false
			eng_thegn_spearmen	nobles	false
			eng_thegns	nobles	false
			eng_royal_thegns	nobles	false
			eng_earls_horsemen	nobles	false
			eng_earls_spearmen	nobles	false
			wel_royal_spearmen	nobles	false
			wel_teulu_spear_guard	nobles	false
			wel_armoured_swordsmen	nobles	false
			wel_hunters	nobles	false
			wel_uchelwr	nobles	false
			wel_royal_uchelwr	nobles	false
			wel_mailed_swordsmen	nobles	false
			wel_old_north_uchelwr	nobles	false
			iri_spear_raiders	nobles	false
			iri_airig_warband	nobles	false
			iri_mailed_fianna	nobles	false
			iri_airig_mailed_horsemen	nobles	false
			eng_marcher_armoured_spearmen	nobles	false
			sco_sword_warriors	nobles	false
			sco_alban_warriors	nobles	false
			sco_lowland_crossbowmen	nobles	false
			sco_royal_cavalry	nobles	false
			vik_spear_hersir	nobles	false
			vik_mailed_hersir_swordsmen	nobles	false
			vik_axe_hirdmen	nobles	false
			vik_shield_biters	nobles	false
			vik_mailed_hersir_axemen	nobles	false
			nor_mailed_spearmen	nobles	false
			nor_swordsmen	nobles	false
			nor_foot_soldiers	nobles	false
			nor_flemish_crossbowmen	nobles	false
			nor_cavalry	nobles	false
			nor_knights	nobles	false
			est_spear_guard	foot_nobles	false
			est_hirdmen	foot_nobles	false
			est_mailed_axemen	foot_nobles	false
			est_champions	foot_nobles	false
			est_norse_mailed_hersir	foot_nobles	false
			dan_northumbrian_thegns	foot_nobles	false
			dan_sword_hirdmen	foot_nobles	false
			dan_sword_hersir	foot_nobles	false
			eng_thegn_spearmen	foot_nobles	false
			eng_thegns	foot_nobles	false
			eng_royal_thegns	foot_nobles	false
			eng_earls_spearmen	foot_nobles	false
			wel_royal_spearmen	foot_nobles	false
			wel_teulu_spear_guard	foot_nobles	false
			wel_armoured_swordsmen	foot_nobles	false
			wel_mailed_swordsmen	foot_nobles	false
			iri_spear_raiders	foot_nobles	false
			iri_airig_warband	foot_nobles	false
			iri_mailed_fianna	foot_nobles	false
			eng_marcher_armoured_spearmen	foot_nobles	false
			sco_sword_warriors	foot_nobles	false
			sco_alban_warriors	foot_nobles	false
			vik_spear_hersir	foot_nobles	false
			vik_mailed_hersir_swordsmen	foot_nobles	false
			vik_axe_hirdmen	foot_nobles	false
			vik_shield_biters	foot_nobles	false
			vik_mailed_hersir_axemen	foot_nobles	false
			nor_mailed_spearmen	foot_nobles	false
			nor_swordsmen	foot_nobles	false
			nor_foot_soldiers	foot_nobles	false
			sco_royal_cavalry	vik_retinue_cavalry	false
			dan_jarls_horsemen	vik_retinue_cavalry	false
			wel_uchelwr	vik_retinue_cavalry	false
			wel_royal_uchelwr	vik_retinue_cavalry	false
			wel_mailed_swordsmen	vik_retinue_cavalry	false
			wel_old_north_uchelwr	vik_retinue_cavalry	false
			nor_cavalry	vik_retinue_cavalry	false
			nor_knights	vik_retinue_cavalry	false
			est_spear_guard	nobles_except_heroes	false
			est_hirdmen	nobles_except_heroes	false
			est_mailed_axemen	nobles_except_heroes	false
			dan_northumbrian_thegns	nobles_except_heroes	false
			dan_sword_hirdmen	nobles_except_heroes	false
			dan_jarls_horsemen	nobles_except_heroes	false
			dan_sword_hersir	nobles_except_heroes	false
			eng_thegn_spearmen	nobles_except_heroes	false
			eng_thegns	nobles_except_heroes	false
			eng_earls_horsemen	nobles_except_heroes	false
			wel_royal_spearmen	nobles_except_heroes	false
			wel_teulu_spear_guard	nobles_except_heroes	false
			wel_armoured_swordsmen	nobles_except_heroes	false
			wel_hunters	nobles_except_heroes	false
			wel_uchelwr	nobles_except_heroes	false
			wel_mailed_swordsmen	nobles_except_heroes	false
			wel_old_north_uchelwr	nobles_except_heroes	false
			iri_spear_raiders	nobles_except_heroes	false
			iri_airig_warband	nobles_except_heroes	false
			iri_airig_mailed_horsemen	nobles_except_heroes	false
			eng_marcher_armoured_spearmen	nobles_except_heroes	false
			sco_sword_warriors	nobles_except_heroes	false
			sco_lowland_crossbowmen	nobles_except_heroes	false
			sco_royal_cavalry	nobles_except_heroes	false
			vik_spear_hersir	nobles_except_heroes	false
			vik_mailed_hersir_swordsmen	nobles_except_heroes	false
			vik_axe_hirdmen	nobles_except_heroes	false
			vik_shield_biters	nobles_except_heroes	false
			vik_mailed_hersir_axemen	nobles_except_heroes	false
			nor_mailed_spearmen	nobles_except_heroes	false
			nor_swordsmen	nobles_except_heroes	false
			nor_foot_soldiers	nobles_except_heroes	false
			nor_flemish_crossbowmen	nobles_except_heroes	false
			nor_cavalry	nobles_except_heroes	false
