unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
#unit_set_to_unit_junctions_tables;0;db/unit_set_to_unit_junctions_tables/ranged_units					
			est_hunters	hunters	false
			dan_ceorl_archers	hunters	false
			wel_helwyr	hunters	false
			iri_wolf_hounds	dogs	false
			wel_war_hounds	dogs	false
			sco_wolf_hounds	dogs	false
			vik_hunters	hunters	false
			dan_archers	bow_units	false
			eng_ceorl_archers	bow_units	false
			eng_fyrd_archers	bow_units	false
			eng_select_fyrd_archers	bow_units	false
			eng_militia_fyrd_archers	bow_units	false
			wel_archers	bow_units	false
			sco_highland_archers	bow_units	false
			nor_levy_archers	bow_units	false
			nor_archers	bow_units	false
			dan_fyrd_archers	bow_units	false
			vik_archers	longbow_units	false
			wel_longbowmen	longbow_units	false
			wel_hunters	longbow_units	false
			est_archers	longbow_units	false
			vik_mailed_archers	longbow_units	false
			sco_alban_crossbowmen	crossbow_units	false
			sco_lowland_crossbowmen	crossbow_units	false
			nor_flemish_crossbowmen	crossbow_units	false
			dan_ceorl_javelinmen	javelin_units	false
			vik_skirmishers	javelin_units	false
			sco_alban_levy_javelinmen	javelin_units	false
			iri_kerns	javelin_units	false
			iri_wood_kerns	javelin_units	false
			wel_levy_javelinmen	javelin_units	false
			eng_ceorl_javelinmen	javelin_units	false
			eng_fyrd_javelinmen	javelin_units	false
			dan_javelinmen	javelin_units	false
			est_kerns	javelin_units	false
			est_levy_javelinmen	javelin_units	false
			iri_serf_archers	sling_units	false
			est_hunters	bow_units	false
			dan_ceorl_archers	bow_units	false
			wel_helwyr	bow_units	false
			iri_wolf_hounds	bow_units	false
			wel_war_hounds	bow_units	false
			sco_wolf_hounds	bow_units	false
			vik_hunters	bow_units	false
			vik_archers	bow_units	false
			wel_longbowmen	bow_units	false
			wel_hunters	bow_units	false
			est_archers	bow_units	false
			vik_mailed_archers	bow_units	false
			est_hunters	infantry_units_missile	false
			dan_ceorl_archers	infantry_units_missile	false
			wel_helwyr	infantry_units_missile	false
			iri_wolf_hounds	infantry_units_missile	false
			wel_war_hounds	infantry_units_missile	false
			sco_wolf_hounds	infantry_units_missile	false
			vik_hunters	infantry_units_missile	false
			dan_archers	infantry_units_missile	false
			eng_ceorl_archers	infantry_units_missile	false
			eng_fyrd_archers	infantry_units_missile	false
			eng_select_fyrd_archers	infantry_units_missile	false
			eng_militia_fyrd_archers	infantry_units_missile	false
			wel_archers	infantry_units_missile	false
			sco_highland_archers	infantry_units_missile	false
			nor_levy_archers	infantry_units_missile	false
			nor_archers	infantry_units_missile	false
			dan_fyrd_archers	infantry_units_missile	false
			vik_archers	infantry_units_missile	false
			vik_mailed_archers	infantry_units_missile	false
			wel_longbowmen	infantry_units_missile	false
			wel_hunters	infantry_units_missile	false
			est_archers	infantry_units_missile	false
			sco_alban_crossbowmen	infantry_units_missile	false
			sco_lowland_crossbowmen	infantry_units_missile	false
			nor_flemish_crossbowmen	infantry_units_missile	false
			dan_ceorl_javelinmen	infantry_units_missile	false
			vik_skirmishers	infantry_units_missile	false
			sco_alban_levy_javelinmen	infantry_units_missile	false
			iri_kerns	infantry_units_missile	false
			iri_wood_kerns	infantry_units_missile	false
			wel_levy_javelinmen	infantry_units_missile	false
			eng_ceorl_javelinmen	infantry_units_missile	false
			eng_fyrd_javelinmen	infantry_units_missile	false
			dan_javelinmen	infantry_units_missile	false
			est_kerns	infantry_units_missile	false
			est_levy_javelinmen	infantry_units_missile	false
			iri_serf_archers	infantry_units_missile	false
