unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
#unit_set_to_unit_junctions_tables;0;db/unit_set_to_unit_junctions_tables/peasants					
			dan_archers	peasants	false
			dan_axemen	peasants	false
			dan_catapult	peasants	false
			dan_ceorl_archers	peasants	false
			dan_ceorl_spearmen	peasants	false
			dan_fyrd_spearmen	peasants	false
			dan_great_axemen	peasants	false
			dan_javelinmen	peasants	false
			dan_long_axemen	peasants	false
			dan_scout_horsemen	peasants	false
			dan_spearmen	peasants	false
			eng_catapult	peasants	false
			eng_ceorl_archers	peasants	false
			eng_ceorl_axemen	peasants	false
			eng_ceorl_javelinmen	peasants	false
			eng_ceorl_spearmen	peasants	false
			eng_fyrd_archers	peasants	false
			eng_fyrd_axemen	peasants	false
			eng_fyrd_javelinmen	peasants	false
			eng_fyrd_spearmen	peasants	false
			eng_mailed_long_axemen	peasants	false
			eng_militia_fyrd_spearmen	peasants	false
			eng_scout_horsemen	peasants	false
			eng_select_militia_spearmen	peasants	false
			est_archers	peasants	false
			est_axemen	peasants	false
			est_catapult	peasants	false
			est_great_axes	peasants	false
			est_hunters	peasants	false
			est_javelinmen	peasants	false
			est_levy_javelinmen	peasants	false
			est_scouts	peasants	false
			est_spearband	peasants	false
			est_spearmen	peasants	false
			est_wood_kerns	peasants	false
			iri_catapult	peasants	false
			iri_freemen_archers	peasants	false
			iri_freemen_axemen	peasants	false
			iri_freemen_javelinmen	peasants	false
			iri_freemen_spearmen	peasants	false
			iri_horse_boys	peasants	false
			iri_kern_axemen	peasants	false
			iri_kern_raiders	peasants	false
			iri_kern_spearmen	peasants	false
			iri_kern_swordsmen	peasants	false
			iri_kerns	peasants	false
			iri_mounted_kerns	peasants	false
			iri_raider_swordsmen	peasants	false
			iri_serf_archers	peasants	false
			iri_wolf_hounds	peasants	false
			nor_archers	peasants	false
			nor_axe_levy	peasants	false
			nor_axemen	peasants	false
			nor_catapult	peasants	false
			nor_levy_archers	peasants	false
			nor_levy_spearmen	peasants	false
			nor_scout_cavalry	peasants	false
			nor_spearmen	peasants	false
			sco_alban_javelinmen	peasants	false
			sco_alban_levy_javelinmen	peasants	false
			sco_alban_levy_spearmen	peasants	false
			sco_alban_raiders	peasants	false
			sco_alban_spearmen	peasants	false
			sco_catapult	peasants	false
			sco_cateran_axemen	peasants	false
			sco_cateran_levy	peasants	false
			sco_highland_archers	peasants	false
			sco_highland_levy_archers	peasants	false
			sco_highland_sharpshooters	peasants	false
			sco_lowland_raiders	peasants	false
			sco_schiltron	peasants	false
			sco_wolf_hounds	peasants	false
			wel_war_hounds	peasants	false
			vik_archers	peasants	false
			vik_axe_freemen	peasants	false
			vik_catapult	peasants	false
			vik_freemen	peasants	false
			vik_great_axes	peasants	false
			vik_hunters	peasants	false
			vik_javelinmen	peasants	false
			vik_long_axes	peasants	false
			vik_marauders	peasants	false
			vik_raiders	peasants	false
			vik_scouts	peasants	false
			vik_skirmishers	peasants	false
			vik_thrall_spearmen	peasants	false
			wel_archers	peasants	false
			wel_axemen	peasants	false
			wel_cantref_spearmen	peasants	false
			wel_catapult	peasants	false
			wel_helwyr	peasants	false
			wel_horse_raiders	peasants	false
			wel_javelinmen	peasants	false
			wel_levy_axemen	peasants	false
			wel_levy_javelinmen	peasants	false
			wel_levy_spearmen	peasants	false
			wel_longbowmen	peasants	false
			wel_scout_horsemen	peasants	false
			wel_spearmen	peasants	false
			dan_anglian_champions	peasants	false
			dan_armoured_archers	peasants	false
			dan_mailed_archers	peasants	false
			dan_thegn_horsemen	peasants	false
			eng_earls_thegns	peasants	false
			eng_mailed_horsemen	peasants	false
			eng_mailed_seaxs	peasants	false
			eng_mailed_spearmen	peasants	false
			eng_marcher_mailed_spearmen	peasants	false
			eng_marcher_spearmen	peasants	false
			eng_militia_fyrd_archers	peasants	false
			eng_seax_warriors	peasants	false
			eng_select_fyrd_archers	peasants	false
			eng_select_fyrd_spearmen	peasants	false
			eng_thegn_horsemen	peasants	false
			est_horsemen	peasants	false
			iri_fianna_band	peasants	false
			iri_fianna_swordsmen	peasants	false
			iri_gallowglasses	peasants	false
			iri_wood_kerns	peasants	false
			iri_wood_spears	peasants	false
			nor_horsemen	peasants	false
			nor_maine_infantry	peasants	false
			nor_maine_warriors	peasants	false
			nor_shield_wall	peasants	false
			nor_swordsmen	peasants	false
			sco_alban_axe_warriors	peasants	false
			sco_alban_axemen	peasants	false
			sco_alban_crossbowmen	peasants	false
			sco_alban_horsemen	peasants	false
			sco_mormaer_horsemen	peasants	false
			sco_sword_band	peasants	false
			vik_armoured_archers	peasants	false
			vik_axe_hersir	peasants	false
			vik_axe_hirdmen	peasants	false
			vik_mailed_hersir_axemen	peasants	false
			vik_mailed_hersir_spearmen	peasants	false
			vik_mailed_hersir_swordsmen	peasants	false
			vik_spear_hersir	peasants	false
			vik_spear_hirdmen	peasants	false
			vik_sword_hersir	peasants	false
			vik_sword_hirdmen	peasants	false
			wel_horsemen	peasants	false
			wel_old_north_horsemen	peasants	false
			wel_old_north_riders	peasants	false
			wel_swordsmen	peasants	false
			wel_valley_armoured_spearmen	peasants	false
			wel_valley_mailed_spearmen	peasants	false
			dan_archers	peasants_except_siege_and_dogs	false
			dan_axemen	peasants_except_siege_and_dogs	false
			dan_ceorl_archers	peasants_except_siege_and_dogs	false
			dan_ceorl_spearmen	peasants_except_siege_and_dogs	false
			dan_fyrd_spearmen	peasants_except_siege_and_dogs	false
			dan_great_axemen	peasants_except_siege_and_dogs	false
			dan_javelinmen	peasants_except_siege_and_dogs	false
			dan_long_axemen	peasants_except_siege_and_dogs	false
			dan_scout_horsemen	peasants_except_siege_and_dogs	false
			dan_spearmen	peasants_except_siege_and_dogs	false
			eng_ceorl_archers	peasants_except_siege_and_dogs	false
			eng_ceorl_axemen	peasants_except_siege_and_dogs	false
			eng_ceorl_javelinmen	peasants_except_siege_and_dogs	false
			eng_ceorl_spearmen	peasants_except_siege_and_dogs	false
			eng_fyrd_archers	peasants_except_siege_and_dogs	false
			eng_fyrd_axemen	peasants_except_siege_and_dogs	false
			eng_fyrd_javelinmen	peasants_except_siege_and_dogs	false
			eng_fyrd_spearmen	peasants_except_siege_and_dogs	false
			eng_mailed_long_axemen	peasants_except_siege_and_dogs	false
			eng_militia_fyrd_spearmen	peasants_except_siege_and_dogs	false
			eng_scout_horsemen	peasants_except_siege_and_dogs	false
			eng_select_militia_spearmen	peasants_except_siege_and_dogs	false
			est_archers	peasants_except_siege_and_dogs	false
			est_axemen	peasants_except_siege_and_dogs	false
			est_great_axes	peasants_except_siege_and_dogs	false
			est_hunters	peasants_except_siege_and_dogs	false
			est_javelinmen	peasants_except_siege_and_dogs	false
			est_levy_javelinmen	peasants_except_siege_and_dogs	false
			est_scouts	peasants_except_siege_and_dogs	false
			est_spearband	peasants_except_siege_and_dogs	false
			est_spearmen	peasants_except_siege_and_dogs	false
			est_wood_kerns	peasants_except_siege_and_dogs	false
