unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
#unit_set_to_unit_junctions_tables;0;db/unit_set_to_unit_junctions_tables/mercenaries					
			dan_mailed_horsemen	mercenaries	false
			dan_anglian_marauders	mercenaries	false
			dan_northumbrian_mailed_thegns	mercenaries	false
			eng_mailed_thegns	mercenaries	false
			vik_jomsvikings	mercenaries	false
			wel_mailed_axemen	mercenaries	false
			vik_thrall_axemen	mercenaries	false
			dan_jarls_huscarls	mercenaries	false
			dan_mailed_horsemen	foreign_mercenaries	false
			dan_anglian_marauders	foreign_mercenaries	false
			dan_northumbrian_mailed_thegns	foreign_mercenaries	false
			eng_mailed_thegns	foreign_mercenaries	false
			vik_jomsvikings	foreign_mercenaries	false
			wel_mailed_axemen	foreign_mercenaries	false
			vik_thrall_axemen	foreign_mercenaries	false
			dan_jarls_huscarls	foreign_mercenaries	false
			eng_long_axemen	mercenaries	false
			dan_anglian_raiders	mercenaries	false
			dan_ceorl_axemen	mercenaries	false
			est_marauders	mercenaries	false
			est_axe_warriors	mercenaries	false
			est_spear_hirdmen	mercenaries	false
			est_norse_warriors	mercenaries	false
			vik_mailed_archers	mercenaries	false
			iri_foreign_warriors	mercenaries	false
			dan_mailed_swordsmen	mercenaries	false
			dan_berserkers	mercenaries	false
			dan_huscarls	mercenaries	false
			est_long_axes	mercenaries	false
			est_shield_biters	mercenaries	false
			dan_anglian_marauders	mercenaries_except_heroes	false
			dan_northumbrian_mailed_thegns	mercenaries_except_heroes	false
			wel_mailed_axemen	mercenaries_except_heroes	false
			vik_thrall_axemen	mercenaries_except_heroes	false
			dan_jarls_huscarls	mercenaries_except_heroes	false
			eng_long_axemen	mercenaries_except_heroes	false
			dan_anglian_raiders	mercenaries_except_heroes	false
			dan_ceorl_axemen	mercenaries_except_heroes	false
			est_marauders	mercenaries_except_heroes	false
			est_axe_warriors	mercenaries_except_heroes	false
			est_spear_hirdmen	mercenaries_except_heroes	false
			est_norse_warriors	mercenaries_except_heroes	false
			vik_mailed_archers	mercenaries_except_heroes	false
			iri_foreign_warriors	mercenaries_except_heroes	false
			dan_huscarls	mercenaries_except_heroes	false
			est_long_axes	mercenaries_except_heroes	false
			est_norse_hersir	mercenaries	false
			est_norse_hersir	mercenaries_except_heroes	false
