unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	upkeep_cost	weight	campaign_total_cap	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	voiceover	ui_unit_group_land	ui_unit_group_naval	tier
#main_units_tables;17;db/main_units_tables/sw_cavalry_units																															
sw_eng_scout		0	light	1	false	sw_eng_scout	24	4	60	vik_sae_wylfing	1	20	200	0	60			30	light	-1		false	false	0	14505	true		vo_subculture_viking_english	att_cav_melee_land	att_special_transportship_naval	1
sw_eng_select_fyrd_mounted		0	medium	1	false	sw_eng_select_fyrd_mounted	96	8	220	vik_sae_wylfing	1	20	200	0	220			120	medium	-1		false	false	0	14536	true		vo_subculture_viking_english	att_cav_melee_land	att_special_transportship_naval	2
sw_eng_thegn_mounted		0	medium	1	false	sw_eng_thegn_mounted	48	8	285	vik_sae_wylfing	1	20	200	0	285			150	heavy	-1		false	false	0	14398	true		vo_subculture_viking_english	att_cav_melee_land	att_special_transportship_naval	2
sw_est_scout		0	light	1	false	sw_est_scout	24	0	60	vik_byrdingr	1	20	200	0	60			30	light	-1		false	false	0	14674	true		vo_subculture_viking_nordic	att_cav_javelin_land	att_special_transportship_naval	1
sw_wel_cambrogi		0	light	1	false	sw_wel_cambrogi	64	0	220	vik_corwg	1	20	200	0	220			110	medium	-1		false	false	0	15404	true		vo_subculture_celtic_welsh	att_cav_melee_land	att_special_transportship_naval	1
sw_wel_strat_clut_comites		0	medium	1	false	sw_wel_strat_clut_comites	48	1	215	vik_corwg	1	20	200	0	215			110	very_heavy	-1		false	false	0	15939	true		vo_subculture_celtic_welsh	att_cav_melee_land	att_special_transportship_naval	3
sw_wel_penteulu_hero		0	heavy	1	false	sw_wel_penteulu_hero	36	1	375	vik_corwg	1	20	200	0	375			190	super_heavy	-1		false	false	0	15471	true		vo_subculture_celtic_welsh	att_cav_melee_land	att_special_transportship_naval	3
sw_wel_scout		0	light	1	false	sw_wel_scout	24	0	50	vik_corwg	1	20	200	0	50			30	light	-1		false	false	0	15475	true		vo_subculture_celtic_welsh	att_cav_melee_land	att_special_transportship_naval	1
sw_wel_uchelwr_mounted		0	heavy	1	false	sw_wel_uchelwr_mounted	48	2	350	vik_corwg	1	20	200	0	350			180	heavy	-1		false	false	0	15513	true		vo_subculture_celtic_welsh	att_cav_melee_land	att_special_transportship_naval	2
sw_dan_hirdmenn_mounted		0	medium	1	false	sw_dan_hirdmenn_mounted	48	2	340	vik_byrdingr_mis	1	20	200	0	340			170	heavy	-1		false	false	0	14278	true		vo_subculture_viking_nordic	att_cav_melee_land	att_special_transportship_naval	2
sw_dan_scout		0	light	1	false	sw_dan_scout	24	0	60	vik_byrdingr	1	20	200	0	60			30	light	-1		false	false	0	14324	true		vo_subculture_viking_nordic	att_cav_melee_land	att_special_transportship_naval	1
sw_eng_marcher_mounted		0	medium	1	false	sw_eng_marcher_mounted	48	0	165	vik_sae_wylfing	1	20	200	0	165			90	medium	-1		false	false	0	14453	true		vo_subculture_viking_english	att_cav_melee_land	att_special_transportship_naval	2
