unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	upkeep_cost	weight	campaign_total_cap	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	voiceover	ui_unit_group_land	ui_unit_group_naval	tier
#main_units_tables;17;db/main_units_tables/sw_general_units																															
sw_eng_elite_general		0	heavy	1	false	sw_eng_elite_general	40	1	360	vik_draca	1	20	200	0	360			180	very_heavy	-1		false	false	0	14481	true		vo_subculture_viking_english	att_inf_sword_land	att_special_transportship_naval	3
sw_eng_general		0	heavy	1	false	sw_eng_general	40	1	310	vik_draca	1	20	200	0	310			160	very_heavy	-1		false	false	0	14491	true		vo_subculture_viking_english	att_inf_sword_land	att_special_transportship_naval	3
sw_est_general		0	heavy	1	false	sw_est_general	40	1	305	vik_dreki	1	20	200	0	305			160	very_heavy	-1		false	false	0	14595	true		vo_subculture_viking_nordic	att_inf_sword_land	att_special_transportship_naval	3
sw_est_elite_general		0	heavy	1	false	sw_est_elite_general	40	1	340	vik_dreki	1	20	200	0	340			150	very_heavy	-1		false	false	0	14672	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	3
sw_wel_elite_general		0	heavy	1	false	sw_wel_elite_general	32	1	330	vik_ddraig	1	20	200	0	260			130	very_heavy	-1		false	false	0	15461	true		vo_subculture_celtic_welsh	att_cav_melee_land	att_special_transportship_naval	3
sw_wel_general		0	heavy	1	false	sw_wel_general	32	1	280	vik_ddraig	1	20	200	0	240			120	very_heavy	-1		false	false	0	15498	true		vo_subculture_celtic_welsh	att_cav_melee_land	att_special_transportship_naval	3
sw_dan_elite_general		0	heavy	1	false	sw_dan_elite_general	40	1	350	vik_dreki	1	20	200	0	350			150	very_heavy	-1		false	false	0	14321	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	3
sw_dan_general		0	heavy	1	false	sw_dan_general	40	1	320	vik_dreki	1	20	200	0	320			160	very_heavy	-1		false	false	0	14375	true		vo_subculture_viking_nordic	att_inf_sword_land	att_special_transportship_naval	3
sw_bdt_general		0	medium	1	false	sw_bdt_general	40	0	155	vik_ddraig	1	20	200	0	155			120	very_light	-1		false	false	0	15361	true		vo_subculture_celtic_welsh	att_inf_axe_land	att_special_transportship_naval	1
sw_sco_general		0	heavy	1	false	sw_sco_general	40	2	295	vik_draga	1	20	200	0	295			150	very_heavy	-1		false	false	0	15083	true		vo_subculture_viking_english	att_inf_sword_land	att_special_transportship_naval	2
sw_sco_elite_general		0	heavy	1	false	sw_sco_elite_general	32	2	305	vik_draga	1	20	200	0	230			120	very_heavy	-1		false	false	0	15111	true		vo_subculture_viking_english	att_cav_melee_land	att_special_transportship_naval	2
