key	image_path	localised_description	localised_name	pre_battle_speech_parameter	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting
#character_skills_tables;3;db/character_skills_tables/character_skills									
vik_back_wife_ambitious	ambitious.png	This woman is consumed with ambition, for her husband, his faction, and for herself.	Ambitious		0	true	true	false	5.0
vik_back_wife_ambitious_circenn	ambitious.png	This woman is consumed with ambition, for her husband, his faction, and for herself.	Ambitious		0	true	true	false	5.0
vik_back_wife_ambitious_dyflin	ambitious.png	This woman is consumed with ambition, for her husband, his faction, and for herself.	Ambitious		0	true	true	false	5.0
vik_back_wife_ambitious_east_engle	ambitious.png	This woman is consumed with ambition, for her husband, his faction, and for herself.	Ambitious		0	true	true	false	5.0
vik_back_wife_ambitious_gwined	ambitious.png	This woman is consumed with ambition for her husband, his faction, and for herself.	Ambitious		0	true	true	false	5.0
vik_back_wife_ambitious_mide	ambitious.png	This woman is consumed with ambition, for her husband, his faction, and for herself.	Ambitious		0	true	true	false	5.0
vik_back_wife_ambitious_mierce	ambitious.png	This woman is consumed with ambition, for her husband, his faction, and for herself.	Ambitious		0	true	true	false	5.0
vik_back_wife_ambitious_northymbre	ambitious.png	This woman is consumed with ambition, for her husband, his faction, and for herself.	Ambitious		0	true	true	false	5.0
vik_back_wife_ambitious_strat_clut	ambitious.png	This woman is consumed with ambition, for her husband, his faction, and for herself.	Ambitious		0	true	true	false	5.0
vik_back_wife_ambitious_sudreyar	ambitious.png	This woman is consumed with ambition, for her husband, his faction, and for herself.	Ambitious		0	true	true	false	5.0
vik_back_wife_ambitious_west_seaxe	ambitious.png	This woman is consumed with ambition, for her husband, his faction, and for herself.	Ambitious		0	true	true	false	5.0
vik_back_wife_arrogant	arrogant.png	This woman has an inflated sense of her own importance and abilities, which has proved unhelpful to her husband's career.	Arrogant		0	true	true	false	5.0
vik_back_wife_arrogant_circenn	arrogant.png	This woman has an inflated sense of her own importance and abilities, which has proved unhelpful to her husband's career.	Arrogant		0	true	true	false	5.0
vik_back_wife_arrogant_dyflin	arrogant.png	This woman has an inflated sense of her own importance and abilities, which has proved unhelpful to her husband's career.	Arrogant		0	true	true	false	5.0
vik_back_wife_arrogant_east_engle	arrogant.png	This woman has an inflated sense of her own importance and abilities, which has proved unhelpful to her husband's career.	Arrogant		0	true	true	false	5.0
vik_back_wife_arrogant_gwined	arrogant.png	This woman has an inflated sense of her own importance and abilities, which has proved unhelpful to her husband's career.	Arrogant		0	true	true	false	5.0
vik_back_wife_arrogant_mide	arrogant.png	This woman has an inflated sense of her own importance and abilities, which has proved unhelpful to her husband's career.	Arrogant		0	true	true	false	5.0
vik_back_wife_arrogant_mierce	arrogant.png	This woman has an inflated sense of her own importance and abilities, which has proved unhelpful to her husband's career.	Arrogant		0	true	true	false	5.0
vik_back_wife_arrogant_northymbre	arrogant.png	This woman has an inflated sense of her own importance and abilities, which has proved unhelpful to her husband's career.	Arrogant		0	true	true	false	5.0
vik_back_wife_arrogant_strat_clut	arrogant.png	This woman has an inflated sense of her own importance and abilities, which has proved unhelpful to her husband's career.	Arrogant		0	true	true	false	5.0
vik_back_wife_arrogant_sudreyar	arrogant.png	This woman has an inflated sense of her own importance and abilities, which has proved unhelpful to her husband's career.	Arrogant		0	true	true	false	5.0
vik_back_wife_arrogant_west_seaxe	arrogant.png	This woman has an inflated sense of her own importance and abilities, which has proved unhelpful to her husband's career.	Arrogant		0	true	true	false	5.0
vik_back_wife_brutal	brutal.png	This woman is every bit the savage, with a taste for blood that's difficult to sate. People obey her husband for fear of what her influence might mean for them.	Brutal		0	true	true	false	5.0
vik_back_wife_brutal_circenn	brutal.png	This woman is every bit the savage, with a taste for blood that's difficult to sate. People obey her husband for fear of what her influence might mean for them.	Brutal		0	true	true	false	5.0
vik_back_wife_brutal_dyflin	brutal.png	This woman is every bit the savage, with a taste for blood that's difficult to sate. People obey her husband for fear of what her influence might mean for them.	Brutal		0	true	true	false	5.0
vik_back_wife_brutal_east_engle	brutal.png	This woman is every bit the savage, with a taste for blood that's difficult to sate. People obey her husband for fear of what her influence might mean for them.	Brutal		0	true	true	false	5.0
vik_back_wife_brutal_gwined	brutal.png	This woman is every bit the savage, with a taste for blood that's difficult to sate. People obey her husband for fear of what her influence might mean for them.	Brutal		0	true	true	false	5.0
vik_back_wife_brutal_mide	brutal.png	This woman is every bit the savage, with a taste for blood that's difficult to sate. People obey her husband for fear of what her influence might mean for them.	Brutal		0	true	true	false	5.0
vik_back_wife_brutal_mierce	brutal.png	This woman is every bit the savage, with a taste for blood that's difficult to sate. People obey her husband for fear of what her influence might mean for them.	Brutal		0	true	true	false	5.0
vik_back_wife_brutal_northymbre	brutal.png	This woman is every bit the savage, with a taste for blood that's difficult to sate. People obey her husband for fear of what her influence might mean for them.	Brutal		0	true	true	false	5.0
vik_back_wife_brutal_strat_clut	brutal.png	This woman is every bit the savage, with a taste for blood that's difficult to sate. People obey her husband for fear of what her influence might mean for them.	Brutal		0	true	true	false	5.0
vik_back_wife_brutal_sudreyar	brutal.png	This woman is every bit the savage, with a taste for blood that's difficult to sate. People obey her husband for fear of what her influence might mean for them.	Brutal		0	true	true	false	5.0
vik_back_wife_brutal_west_seaxe	brutal.png	This woman is every bit the savage, with a taste for blood that's difficult to sate. People obey her husband for fear of what her influence might mean for them.	Brutal		0	true	true	false	5.0
vik_back_wife_charming	charming.png	Her warm, pleasant nature and natural charm do much to improve her husband's stature.	Charming		0	true	true	false	5.0
vik_back_wife_charming_circenn	charming.png	Her warm, pleasant nature and natural charm do much to improve her husband's stature.	Charming		0	true	true	false	5.0
