character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/followers_dummies				
vik_follower_bard_circenn	sw_clan_heroes	1	character_to_character_own	1.0
vik_follower_bard_circenn	sw_clan_heroes	2	character_to_character_own	1.0
vik_follower_bard_dyflin	sw_skald_songs	1	character_to_character_own	1.0
vik_follower_bard_dyflin	sw_skald_songs	2	character_to_character_own	1.0
vik_follower_bard_east_engle	sw_skald_songs	1	character_to_character_own	1.0
vik_follower_bard_east_engle	sw_skald_songs	2	character_to_character_own	1.0
vik_follower_bard_gwined	sw_heroic_songs	1	character_to_character_own	1.0
vik_follower_bard_gwined	sw_heroic_songs	2	character_to_character_own	1.0
vik_follower_bard_mide	sw_clan_heroes	1	character_to_character_own	1.0
vik_follower_bard_mide	sw_clan_heroes	2	character_to_character_own	1.0
vik_follower_bard_northymbre	sw_skald_songs	1	character_to_character_own	1.0
vik_follower_bard_northymbre	sw_skald_songs	2	character_to_character_own	1.0
vik_follower_bard_strat_clut	sw_heroic_songs	1	character_to_character_own	1.0
vik_follower_bard_strat_clut	sw_heroic_songs	2	character_to_character_own	1.0
vik_follower_bard_sudreyar	sw_skald_songs	1	character_to_character_own	1.0
vik_follower_bard_sudreyar	sw_skald_songs	2	character_to_character_own	1.0
vik_follower_champion	sw_household_guard_protection	2	character_to_character_own	1.0
vik_follower_champion_circenn	sw_household_guard_protection	2	character_to_character_own	1.0
vik_follower_champion_dyflin	sw_household_guard_protection	2	character_to_character_own	1.0
vik_follower_champion_east_engle	sw_household_guard_protection	2	character_to_character_own	1.0
vik_follower_champion_gwined	sw_household_guard_protection	2	character_to_character_own	1.0
vik_follower_champion_mide	sw_household_guard_protection	2	character_to_character_own	1.0
vik_follower_champion_mierce	sw_household_guard_protection	2	character_to_character_own	1.0
vik_follower_champion_northleode	sw_household_guard_protection	2	character_to_character_own	1.0
vik_follower_champion_northymbre	sw_household_guard_protection	2	character_to_character_own	1.0
vik_follower_champion_strat_clut	sw_household_guard_protection	2	character_to_character_own	1.0
vik_follower_champion_sudreyar	sw_household_guard_protection	2	character_to_character_own	1.0
vik_follower_champion_west_seaxe	sw_household_guard_protection	2	character_to_character_own	1.0
vik_follower_forager	sw_blacksmith_item	1	character_to_character_own	1.0
vik_follower_forager_circenn	sw_blacksmith_item	1	character_to_character_own	1.0
vik_follower_forager_dyflin	sw_blacksmith_item	1	character_to_character_own	1.0
vik_follower_forager_east_engle	sw_blacksmith_item	1	character_to_character_own	1.0
vik_follower_forager_gwined	sw_blacksmith_item	1	character_to_character_own	1.0
vik_follower_forager_mide	sw_blacksmith_item	1	character_to_character_own	1.0
vik_follower_forager_mierce	sw_blacksmith_item	1	character_to_character_own	1.0
vik_follower_forager_northleode	sw_blacksmith_item	1	character_to_character_own	1.0
vik_follower_forager_northymbre	sw_blacksmith_item	1	character_to_character_own	1.0
vik_follower_forager_strat_clut	sw_blacksmith_item	1	character_to_character_own	1.0
vik_follower_forager_sudreyar	sw_blacksmith_item	1	character_to_character_own	1.0
vik_follower_forager_west_seaxe	sw_blacksmith_item	1	character_to_character_own	1.0
vik_follower_pillager	sw_henchmen_bonus	1	character_to_character_own	1.0
vik_follower_pillager_circenn	sw_henchmen_bonus	1	character_to_character_own	1.0
vik_follower_pillager_dyflin	sw_henchmen_bonus	1	character_to_character_own	1.0
vik_follower_pillager_east_engle	sw_henchmen_bonus	1	character_to_character_own	1.0
vik_follower_pillager_gwined	sw_henchmen_bonus	1	character_to_character_own	1.0
vik_follower_pillager_mide	sw_henchmen_bonus	1	character_to_character_own	1.0
vik_follower_pillager_mierce	sw_henchmen_bonus	1	character_to_character_own	1.0
vik_follower_pillager_northleode	sw_henchmen_bonus	1	character_to_character_own	1.0
vik_follower_pillager_northymbre	sw_henchmen_bonus	1	character_to_character_own	1.0
vik_follower_pillager_strat_clut	sw_henchmen_bonus	1	character_to_character_own	1.0
vik_follower_pillager_sudreyar	sw_henchmen_bonus	1	character_to_character_own	1.0
vik_follower_pillager_west_seaxe	sw_henchmen_bonus	1	character_to_character_own	1.0
vik_follower_priest	sw_blessings	1	character_to_character_own	1.0
vik_follower_priest_circenn	sw_stops_gothi	1	character_to_character_own	1.0
vik_follower_priest_circenn	sw_blessings	2	character_to_character_own	1.0
vik_follower_priest_dyflin	sw_stops_gothi	1	character_to_character_own	1.0
vik_follower_priest_east_engle	sw_stops_gothi	1	character_to_character_own	1.0
vik_follower_priest_gwined	sw_stops_gothi	1	character_to_character_own	1.0
vik_follower_priest_gwined	sw_blessings	2	character_to_character_own	1.0
vik_follower_priest_mide	sw_stops_gothi	1	character_to_character_own	1.0
vik_follower_priest_mide	sw_blessings	2	character_to_character_own	1.0
vik_follower_priest_mierce	sw_stops_gothi	1	character_to_character_own	1.0
vik_follower_priest_mierce	sw_blessings	2	character_to_character_own	1.0
vik_follower_priest_northleode	sw_stops_gothi	1	character_to_character_own	1.0
vik_follower_priest_northleode	sw_blessings	2	character_to_character_own	1.0
vik_follower_priest_northymbre	sw_stops_gothi	1	character_to_character_own	1.0
vik_follower_priest_northymbre	sw_blessings	2	character_to_character_own	1.0
vik_follower_priest_strat_clut	sw_stops_gothi	1	character_to_character_own	1.0
vik_follower_priest_strat_clut	sw_blessings	2	character_to_character_own	1.0
vik_follower_priest_sudreyar	sw_stops_gothi	1	character_to_character_own	1.0
vik_follower_priest_sudreyar	sw_blessings	2	character_to_character_own	1.0
vik_follower_priest_west_seaxe	sw_stops_gothi	1	character_to_character_own	1.0
vik_follower_quartermaster	sw_supply_lines_governor_effect	1	character_to_character_own	1.0
vik_follower_quartermaster_circenn	sw_supply_lines_governor_effect	1	character_to_character_own	1.0
vik_follower_quartermaster_dyflin	sw_supply_lines_governor_effect	1	character_to_character_own	1.0
vik_follower_quartermaster_east_engle	sw_gothi	1	character_to_character_own	1.0
vik_follower_quartermaster_gwined	sw_supply_lines_governor_effect	1	character_to_character_own	1.0
vik_follower_quartermaster_mide	sw_supply_lines_governor_effect	1	character_to_character_own	1.0
vik_follower_quartermaster_mierce	sw_supply_lines_governor_effect	1	character_to_character_own	1.0
