effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;2;db/effect_bundles_to_effects_junctions_tables/skills_events				
sw_gothi_1	vik_unit_melee_melee_attack	force_to_force_own	2.0	start_turn_completed
sw_gothi_2	vik_campaign_movement_enemy	force_to_enemy_force_regionwide	-30.0	start_turn_completed
sw_gothi_3	vik_unit_morale	force_to_enemy_force_regionwide	-2.0	start_turn_completed
sw_priest_1	vik_allegiance	force_to_region_any	2.0	start_turn_completed
sw_priest_2	vik_public_order_new_positive_characters	force_to_region_any_provincewide	3.0	start_turn_completed
sw_priest_3	vik_unit_morale	force_to_force_own	2.0	start_turn_completed
sw_skills_henchmen_cattle_rustling	sw_skills_henchmen_cattle_rustling	faction_to_region_own	15.0	start_turn_completed
sw_skills_skald_allegiance	vik_allegiance	faction_to_faction_own	2.0	start_turn_completed
sw_skills_skald_morale	vik_unit_morale	faction_to_army_own	1.0	start_turn_completed
sw_gothi_1_gov	vik_campaign_movement	region_to_force_own_provincewide	20.0	start_turn_completed
sw_gothi_2_gov	vik_supplies_character	region_to_character_enemy	-5.0	start_turn_completed
sw_gothi_3_gov	vik_recruitment_cost_all	region_to_force_own	-45.0	start_turn_completed
sw_priest_1_gov	vik_gdp_mod_church	region_to_region_own	25.0	start_turn_completed
sw_priest_2_gov	vik_allegiance	region_to_region_own	2.0	start_turn_completed
sw_priest_3_gov	vik_public_order_new_positive_characters	region_to_region_own_provincewide	2.0	start_turn_completed
