faction	general_unit	unit	siege_unit_attacker	siege_unit_defender
#units_custom_battle_permissions_tables;4;db/units_custom_battle_permissions_tables/units_custom_battle_permissions				
vik_fact_circenn	false	eng_marcher_armoured_spearmen	true	true
vik_fact_east_engle	false	dan_sword_hirdmen	true	true
vik_fact_east_engle	false	dan_anglian_raiders	true	true
vik_fact_east_engle	false	dan_archers	true	true
vik_fact_northymbre	false	dan_archers	true	true
vik_fact_east_engle	false	dan_axemen	true	true
vik_fact_northymbre	false	dan_axemen	true	true
vik_fact_east_engle	false	dan_berserkers	true	true
vik_fact_northymbre	false	dan_berserkers	true	true
vik_fact_east_engle	false	dan_catapult	true	true
vik_fact_northymbre	false	dan_catapult	true	true
vik_fact_east_engle	false	dan_ceorl_archers	true	true
vik_fact_northymbre	false	dan_ceorl_archers	true	true
vik_fact_east_engle	false	dan_ceorl_axemen	true	true
vik_fact_northymbre	false	dan_ceorl_axemen	true	true
vik_fact_east_engle	false	dan_ceorl_spearmen	true	true
vik_fact_northymbre	false	dan_ceorl_spearmen	true	true
vik_fact_east_engle	false	dan_huscarls	true	true
vik_fact_northymbre	false	dan_huscarls	true	true
vik_fact_east_engle	false	dan_jarls_horsemen	true	true
vik_fact_northymbre	false	dan_jarls_horsemen	true	true
vik_fact_east_engle	false	dan_javelinmen	true	true
vik_fact_northymbre	false	dan_javelinmen	true	true
vik_fact_east_engle	false	dan_mailed_swordsmen	true	true
vik_fact_northymbre	false	dan_mailed_swordsmen	true	true
vik_fact_northymbre	false	dan_northumbrian_thegns	true	true
vik_fact_east_engle	true	dan_royal_huscarls	true	true
vik_fact_northymbre	true	dan_royal_huscarls	true	true
vik_fact_east_engle	false	dan_scout_horsemen	true	true
vik_fact_northymbre	false	dan_scout_horsemen	true	true
vik_fact_east_engle	false	dan_spearmen	true	true
vik_fact_northymbre	false	dan_spearmen	true	true
vik_fact_east_engle	false	dan_sword_hersir	true	true
vik_fact_northymbre	false	dan_sword_hirdmen	true	true
vik_fact_circenn	false	shp_eng_marcher_armoured_spearmen	true	true
vik_fact_east_engle	true	dan_warlords_companions	true	true
vik_fact_northymbre	true	dan_warlords_companions	true	true
vik_fact_mierce	false	eng_catapult	true	true
vik_fact_west_seaxe	false	eng_catapult	true	true
vik_fact_mierce	false	eng_ceorl_archers	true	true
vik_fact_west_seaxe	false	eng_ceorl_archers	true	true
vik_fact_mierce	false	eng_ceorl_axemen	true	true
vik_fact_west_seaxe	false	eng_ceorl_axemen	true	true
vik_fact_mierce	false	eng_ceorl_javelinmen	true	true
vik_fact_west_seaxe	false	eng_ceorl_javelinmen	true	true
vik_fact_mierce	false	eng_ceorl_spearmen	true	true
vik_fact_west_seaxe	false	eng_ceorl_spearmen	true	true
vik_fact_mierce	false	eng_earls_horsemen	true	true
vik_fact_west_seaxe	false	eng_earls_horsemen	true	true
vik_fact_mierce	false	eng_earls_spearmen	true	true
vik_fact_mierce	false	eng_fyrd_archers	true	true
vik_fact_west_seaxe	false	eng_fyrd_archers	true	true
vik_fact_mierce	false	eng_fyrd_axemen	true	true
vik_fact_west_seaxe	false	eng_fyrd_axemen	true	true
vik_fact_mierce	false	eng_fyrd_javelinmen	true	true
vik_fact_west_seaxe	false	eng_fyrd_javelinmen	true	true
vik_fact_mierce	false	eng_fyrd_spearmen	true	true
vik_fact_west_seaxe	false	eng_fyrd_spearmen	true	true
vik_fact_mierce	false	eng_long_axemen	true	true
vik_fact_west_seaxe	false	eng_long_axemen	true	true
vik_fact_mierce	false	eng_mailed_horsemen	true	true
vik_fact_mierce	false	eng_marcher_spearmen	true	true
vik_fact_mierce	false	eng_militia_fyrd_archers	true	true
vik_fact_mierce	true	eng_royal_bodyguard	true	true
vik_fact_west_seaxe	true	eng_royal_bodyguard	true	true
vik_fact_mierce	true	eng_royal_companions	true	true
vik_fact_west_seaxe	true	eng_royal_companions	true	true
vik_fact_west_seaxe	false	eng_royal_thegns	true	true
vik_fact_mierce	false	eng_scout_horsemen	true	true
vik_fact_west_seaxe	false	eng_scout_horsemen	true	true
vik_fact_mierce	false	eng_seax_warriors	true	true
vik_fact_west_seaxe	false	eng_seax_warriors	true	true
vik_fact_west_seaxe	false	eng_select_fyrd_archers	true	true
vik_fact_dyflin	false	iri_wolf_hounds	true	true
vik_fact_west_seaxe	false	eng_select_fyrd_spearmen	true	true
