effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;3;db/effect_bundles_to_effects_junctions_tables/df_gnoblar_snacks				
df_gnoblar_snacks_in_the_book_reward	wh_main_faction_political_diplomacy_mod_dwarfs	faction_to_faction_own_unseen	-80.0	start_turn_completed
df_gnoblar_snacks_stomache_ache_skaven_reward	wh_main_effect_force_stat_speed	force_to_force_own	-5.0	start_turn_completed
df_gnoblar_snacks_stomache_ache_undead_reward	wh_main_effect_force_stat_melee_attack	force_to_force_own	-4.0	start_turn_completed
df_gnoblar_snacks_stomache_ache_nurgle_reward	wh_main_effect_force_stat_leadership	force_to_force_own	-4.0	start_turn_completed
df_gnoblar_snacks_alcohol_content_reward	wh_main_effect_force_stat_leadership	force_to_force_own	6.0	start_turn_completed
df_gnoblar_snacks_alcohol_content_reward	wh_main_effect_force_stat_melee_attack	force_to_force_own	6.0	start_turn_completed
df_gnoblar_snacks_alcohol_content_reward	wh_main_effect_force_stat_melee_defence	force_to_force_own	-10.0	start_turn_completed
df_gnoblar_snacks_disgusting_food_reward	wh_main_effect_force_stat_leadership	force_to_force_own	-4.0	start_turn_completed
df_gnoblar_snacks_horse_meat_reward	wh_main_effect_force_stat_leadership_cavalry	army_to_army_enemy	-6.0	start_turn_completed
df_gnoblar_snacks_fearful_gnoblars_reward	wh3_main_effect_recruitment_cost_ogr_gnoblars	force_to_force_own	100.0	start_turn_completed
