id	incident_key	option_key	value
#cdir_events_incident_option_junctions_tables;2;db/cdir_events_incident_option_junctions_tables/secure_loyalty			
41647315	sw_secure_loyalty_fears_brute	VAR_CHANCE	100
41647316	sw_secure_loyalty_fears_brute	GEN_TARGET_POLITICAL_EVENT	
41647317	sw_secure_loyalty_fears_brute	GEN_CND_CHARACTER_TRAIT	shield_brutal_king_flag
41647318	sw_secure_loyalty_fears_brute	CND_CAMPAIGN	vik_attila
41647319	sw_secure_loyalty_fears_tyrant	VAR_CHANCE	100
41647320	sw_secure_loyalty_fears_tyrant	GEN_TARGET_POLITICAL_EVENT	
41647321	sw_secure_loyalty_fears_tyrant	GEN_CND_CHARACTER_TRAIT	shield_tyrant_king_flag
41647322	sw_secure_loyalty_fears_tyrant	CND_CAMPAIGN	vik_attila
41647324	sw_secure_loyalty_fears_brute	GEN_CND_CHARACTER_NOT_TRAIT	vik_bg_general_fearless
41647323	sw_secure_loyalty_fears_tyrant	GEN_CND_CHARACTER_NOT_TRAIT	vik_bg_general_fearless
